"symbol"	"num_hgnc_id"	"chr"	"pos"	"glen"	"prob"	"s_het"
"MCF2L2"	"30319"	"3"	3867	3867	5.69756941111846e-05	0.009263745
"MCFD2"	"18451"	"2"	644	644	9.48807130754502e-06	0.01028837
"MCHR1"	"4479"	"22"	1285	1285	2.48381009064334e-05	0.005966759
"MCHR2"	"20867"	"6"	1087	1087	1.34612951621964e-05	0.00626274
"MCIDAS"	"40050"	"5"	1254	1254	3.13059466425695e-05	NA
"MCL1"	"6943"	"1"	1096	1096	2.84252212226532e-05	0.197593461
"MCM10"	"18043"	"10"	2945	2945	4.27032982039304e-05	0.009968924
"MCM2"	"6944"	"3"	2957	2957	5.76340716338258e-05	0.034246815
"MCM3"	"6945"	"6"	2985	2985	4.64635582617842e-05	0.004447935
"MCM3AP"	"6946"	"21"	6375	6375	9.7962133380536e-05	0.029663416
"MCM4"	"6947"	"8"	2832	2832	4.6054104263658e-05	0.011059003
"MCM5"	"6948"	"22"	2558	2558	4.84629981666034e-05	0.041028636
"MCM6"	"6949"	"2"	2722	2722	3.89654265601183e-05	0.09989932
"MCM7"	"6950"	"7"	2386.33333333333	2386.33333333333	4.12783871283831e-05	0.007894196
"MCM8"	"16147"	"20"	2962	2962	3.70949835242588e-05	0.008493874
"MCM9"	"21484"	"6"	3634	3634	4.71675114368572e-05	0.003119458
"MCMBP"	"25782"	"10"	2171	2171	2.96779986062809e-05	0.086654428
"MCMDC2"	"26368"	"8"	2335	2335	2.63865794136991e-05	0.011943204
"MCOLN1"	"13356"	"19"	1951	1951	4.17874959575084e-05	0.005537025
"MCOLN2"	"13357"	"1"	1909	1909	2.44603310775741e-05	0.001987173
"MCOLN3"	"13358"	"1"	1859	1859	2.26804710686252e-05	0.00320392
"MCPH1"	"6954"	"8"	2724	2724	3.73292700952118e-05	0.001811989
"MCRIP1"	"28007"	"17"	540	540	1.12093487295957e-05	NA
"MCRIP2"	"14142"	"16"	547	547	1.34163031312744e-05	NA
"MCRS1"	"6960"	"12"	1776	1776	2.87060138447194e-05	0.03660624
"MCTP1"	"26183"	"5"	3543	3543	5.76527096628204e-05	0.022148413
"MCTP2"	"25636"	"15"	3053	3053	4.29569561983162e-05	NA
"MCTS1"	"23357"	"X"	648	648	6.67739799597542e-06	0.229450678
"MCU"	"23526"	"10"	1351	1351	2.13318312938026e-05	0.123460675
"MCUB"	"26076"	"4"	1210	1210	1.66308985622024e-05	0.012097408
"MCUR1"	"21097"	"6"	1455	1455	2.84980647461584e-05	0.010262236
"MDC1"	"21163"	"6"	6478	6478	8.08593588109672e-05	0.028650869
"MDFI"	"6967"	"6"	789	789	1.44573793008746e-05	0.005377733
"MDFIC"	"28870"	"7"	1206	1206	2.52735970092639e-05	NA
"MDGA1"	"19267"	"6"	3330	3330	7.0104727794266e-05	0.090905382
"MDGA2"	"19835"	"14"	3487	3487	5.10164960874728e-05	0.226217927
"MDH1"	"6970"	"2"	1225	1225	1.62752222071379e-05	0.230463208
"MDH1B"	"17836"	"2"	1826	1826	2.40031786697612e-05	0.003952814
"MDH2"	"6971"	"7"	1174	1174	2.18208864280831e-05	0.030392834
"MDK"	"6972"	"11"	480	480	1.01011577911567e-05	0.022841139
"MDM1"	"29917"	"12"	2666	2666	3.32047233010424e-05	0.007834883
"MDM2"	"6973"	"12"	1776.66666666667	1776.66666666667	2.01603992742022e-05	0.029075729
"MDM4"	"6974"	"1"	1829	1829	2.20376541433367e-05	0.275802976
"MDN1"	"18302"	"6"	18420	18420	0.000243373883384142	0.043239024
"MDP1"	"28781"	"14"	611	611	1.00208325684488e-05	0.016384087
"MDS2"	"29633"	"1"	471	471	5.70261355645538e-06	0.015317859
"ME1"	"6983"	"6"	1927	1927	2.44416805471349e-05	NA
"ME2"	"6984"	"18"	1979	1979	2.42937353935396e-05	0.008248774
"ME3"	"6985"	"11"	2135	2135	3.85261912983642e-05	0.011558578
"MEA1"	"6986"	"6"	606	606	8.41170500520991e-06	0.009671875
"MEAF6"	"25674"	"1"	817	817	1.2589473403137e-05	0.053489694
"MECOM"	"3498"	"3"	4109	4109	5.32880374889042e-05	0.128736356
"MECP2"	"6990"	"X"	1563	1563	3.01502693762333e-05	0.088203373
"MECR"	"19691"	"1"	1266	1266	2.17445550259128e-05	0.00771411
"MED1"	"9234"	"17"	5041	5041	6.16559413813126e-05	0.471277846
"MED10"	"28760"	"5"	456	456	6.90522315086572e-06	0.020931865
"MED11"	"32687"	"17"	502	502	9.74664498356817e-06	0.003028324
"MED12"	"11957"	"X"	7249	7249	0.000111184514703248	0.583941063
"MED12L"	"16050"	"3"	7252	7252	0.000102895534875146	0.084802908
"MED13"	"22474"	"17"	6989	6989	8.3904506463984e-05	0.608889049
"MED13L"	"22962"	"12"	7192	7192	0.000100989849863895	0.144171438
"MED14"	"2370"	"X"	4902	4902	6.94415116670823e-05	0.463524592
"MED15"	"14248"	"22"	3025	3025	5.1816322486834e-05	0.044999545
"MED16"	"17556"	"19"	2974	2974	6.88663830033409e-05	0.012234518
"MED17"	"2375"	"11"	2253	2253	3.18191725163322e-05	0.017520912
"MED18"	"25944"	"1"	643	643	9.7400302459587e-06	0.010508232
"MED19"	"29600"	"11"	821	821	1.36935618857261e-05	0.178978197
"MED20"	"16840"	"6"	808	808	1.16896449041467e-05	0.06178801
"MED21"	"11473"	"12"	576	576	7.32203600288901e-06	0.021942395
"MED22"	"11477"	"9"	661	661	1.36219906356046e-05	0.009130214
"MED23"	"2372"	"6"	4730.66666666667	4730.66666666667	5.86294532008533e-05	0.032519324
"MED24"	"22963"	"17"	3770	3770	6.2649517631721e-05	0.009106923
"MED25"	"28845"	"19"	2536	2536	4.71863285710327e-05	0.018371568
"MED26"	"2376"	"19"	2383	2383	5.58400813427632e-05	0.001905061
"MED27"	"2377"	"9"	1101	1101	1.77346466496515e-05	0.013050728
"MED28"	"24628"	"4"	585	585	9.15064414065322e-06	0.014408939
"MED29"	"23074"	"19"	803	803	1.45484958034045e-05	0.007468617
"MED30"	"23032"	"8"	585	585	1.04971784910942e-05	0.036278782
"MED31"	"24260"	"17"	444	444	6.15540633889729e-06	0.008487595
"MED4"	"17903"	"13"	976	976	1.25601323676496e-05	0.007175324
"MED6"	"19970"	"14"	899	899	1.06094875627549e-05	0.021787271
"MED7"	"2378"	"5"	702	702	9.04032200609563e-06	0.045550329
"MED8"	"19971"	"1"	1022	1022	1.33907738371944e-05	0.004208446
"MED9"	"25487"	"17"	490	490	1.04714878620364e-05	0.056095334
"MEDAG"	"25926"	"13"	976	976	1.69356322795398e-05	0.001457378
"MEF2A"	"6993"	"15"	1875	1875	2.66630394135929e-05	0.014935488
"MEF2B"	"6995"	"19"	1431	1431	2.82289971010616e-05	0.055534008
"MEF2C"	"6996"	"5"	1764	1764	2.8046648407499e-05	0.026659764
"MEF2D"	"6997"	"1"	1877	1877	3.44394719311382e-05	0.276644595
"MEFV"	"6998"	"16"	2782	2782	4.80155441153584e-05	0.009271132
"MEGF10"	"29634"	"5"	3810	3810	5.941247600249e-05	0.051205114
"MEGF11"	"29635"	"15"	3934	3934	6.66427641991312e-05	0.00423772
"MEGF6"	"3232"	"1"	5376	5376	0.000120211500498081	NA
"MEGF8"	"3233"	"19"	9194	9194	0.000186398973319109	0.032572796
"MEGF9"	"3234"	"9"	2056	2056	3.97433741531979e-05	0.102116802
"MEI1"	"28613"	"22"	4395	4395	5.88685302551103e-05	0.015431639
"MEI4"	"43638"	"6"	1206	1206	1.32706670908741e-05	NA
"MEIG1"	"23429"	"10"	283	283	4.05187300149042e-06	0.017571542
"MEIOB"	"28569"	"16"	1612	1612	1.89918906205262e-05	NA
"MEIOC"	"26670"	"17"	2992	2992	3.7847179762989e-05	NA
"MEIS1"	"7000"	"2"	1865	1865	3.00791625354503e-05	0.198386482
"MEIS2"	"7001"	"15"	1838	1838	3.20915257879543e-05	0.144679601
"MEIS3"	"29537"	"19"	1995	1995	3.7029169982748e-05	0.004955081
"MELK"	"16870"	"9"	2212	2212	2.6930054115561e-05	0.002857686
"MELTF"	"7037"	"3"	2729	2729	6.18055047378553e-05	0.00839534
"MEMO1"	"14014"	"2"	1201	1201	1.65845202915403e-05	0.128090976
"MEN1"	"7010"	"11"	1976	1976	3.93812827875305e-05	0.353056336
"MEOX1"	"7013"	"17"	797	797	1.37923079958632e-05	0.025202075
"MEOX2"	"7014"	"7"	947	947	1.72497437576523e-05	0.087528565
"MEP1A"	"7015"	"6"	2449	2449	3.43793091412538e-05	0.012860709
"MEP1B"	"7020"	"18"	2332	2332	3.04402495644829e-05	NA
"MEPCE"	"20247"	"7"	2118	2118	4.48358931163255e-05	0.369900266
"MEPE"	"13361"	"4"	1863	1863	2.16486477899255e-05	0.021654459
"MERTK"	"7027"	"2"	3355	3355	4.99925058149953e-05	0.010382376
"MESD"	"13520"	"15"	737	737	1.335183646532e-05	0.236477593
"MESP1"	"29658"	"15"	823	823	2.69011504094922e-05	0.001866744
"MESP2"	"29659"	"15"	1248	1248	3.29628905875613e-05	0.018750979
"MEST"	"7028"	"7"	1189	1189	1.76653404470502e-05	0.268650002
"MET"	"7029"	"7"	4679	4679	6.19218933706087e-05	0.086588778
"METAP1"	"15789"	"4"	1345	1345	1.87696967128115e-05	0.042455115
"METAP1D"	"32583"	"2"	1152	1152	1.73460842118004e-05	0.004451557
"METAP2"	"16672"	"12"	1749	1749	2.28592451336978e-05	0.063003443
"METRN"	"14151"	"16"	1091	1091	3.08368735699881e-05	NA
"METRNL"	"27584"	"17"	990	990	2.71919004742859e-05	0.299631054
"METTL1"	"7030"	"12"	911	911	1.58705089370561e-05	0.017544201
"METTL11B"	"31932"	"1"	900	900	1.26201220988223e-05	NA
"METTL13"	"24248"	"1"	2237	2237	3.54773627043866e-05	0.015038152
"METTL14"	"29330"	"4"	1716	1716	2.32288818452191e-05	0.1135309
"METTL15"	"26606"	"11"	1398	1398	1.81719803716102e-05	0.011865679
"METTL16"	"28484"	"17"	1817	1817	2.68719513927609e-05	0.184643127
"METTL17"	"19280"	"14"	1789	1789	2.76637446323167e-05	0.004278597
"METTL18"	"28793"	"1"	1119	1119	1.126255279711e-05	0.013207136
"METTL21A"	"30476"	"2"	914	914	1.30506442100541e-05	0.001750801
"METTL21C"	"33717"	"13"	843	843	1.17985498215308e-05	0.003552836
"METTL22"	"28368"	"16"	1404	1404	2.49531442118652e-05	0.002789271
"METTL23"	"26988"	"17"	655	655	6.83888960328762e-06	0.214295288
"METTL24"	"21566"	"6"	1165	1165	2.34526609588025e-05	0.000680936
"METTL25"	"26228"	"12"	2037	2037	2.5690229193059e-05	0.007102159
"METTL26"	"14141"	"16"	868	868	1.83724575122681e-05	0.017264562
"METTL27"	"19068"	"7"	802	802	1.51374406765535e-05	0.00905218
"METTL2A"	"25755"	"17"	1265	1265	1.87807968622851e-05	NA
"METTL2B"	"18272"	"7"	1381	1381	2.12011743665315e-05	0.006666521
"METTL3"	"17563"	"14"	1903	1903	2.6801874648437e-05	0.003077869
"METTL4"	"24726"	"18"	1531	1531	1.77349664136228e-05	0.006079643
"METTL5"	"25006"	"2"	876	876	1.13774270924581e-05	0.01385791
"METTL6"	"28343"	"3"	1282	1282	1.49411957227756e-05	0.011427576
"METTL7A"	"24550"	"12"	751	751	1.05283177945976e-05	0.004820152
"METTL7B"	"28276"	"12"	751	751	1.05027600406879e-05	NA
"METTL8"	"25856"	"2"	1265	1265	1.47734519668564e-05	0.004048732
"METTL9"	"24586"	"16"	1078	1078	1.66555687254337e-05	0.043289332
"MEX3A"	"33482"	"1"	1579	1579	4.3365587090121e-05	NA
"MEX3B"	"25297"	"15"	1947	1947	5.13421214143979e-05	0.034876239
"MEX3C"	"28040"	"18"	2151	2151	4.75310663923736e-05	0.207973447
"MEX3D"	"16734"	"19"	2047	2047	7.51558479225208e-05	NA
"MFAP1"	"7032"	"15"	1448	1448	2.32545506782785e-05	0.09053226
"MFAP2"	"7033"	"1"	666	666	1.18095818941472e-05	0.004679929
"MFAP3"	"7034"	"5"	1105	1105	1.46827659456917e-05	0.008613507
"MFAP3L"	"29083"	"4"	1257	1257	2.11710731775365e-05	0.301072999
"MFAP4"	"7035"	"17"	1007	1007	1.72639592328013e-05	0.025196239
"MFAP5"	"29673"	"12"	650	650	9.83993075939661e-06	0.013574283
"MFF"	"24858"	"2"	1157	1157	1.72833199658608e-05	0.032892426
"MFGE8"	"7036"	"15"	1334	1334	2.53487762594667e-05	0.001486789
"MFHAS1"	"16982"	"8"	3191	3191	6.40938316948608e-05	0.015912208
"MFN1"	"18262"	"3"	2482	2482	3.00053580455692e-05	0.029058496
"MFN2"	"16877"	"1"	2530	2530	3.92369840573167e-05	0.406774678
"MFNG"	"7038"	"22"	1128.66666666667	1128.66666666667	1.95693903076168e-05	0.016677304
"MFRP"	"18121"	"11"	1932	1932	2.89204471070704e-05	0.004159913
"MFSD1"	"25874"	"3"	2160	2160	3.40006461247151e-05	0.002549645
"MFSD10"	"16894"	"4"	1635	1635	3.29044839296861e-05	0.005488072
"MFSD11"	"25458"	"17"	1574	1574	2.01348784631249e-05	0.027124801
"MFSD12"	"28299"	"19"	2029	2029	4.4726473295568e-05	0.0083001
"MFSD13A"	"26196"	"10"	1761	1761	3.04833817399708e-05	0.024656608
"MFSD14A"	"23363"	"1"	1649	1649	2.16689101466677e-05	0.096262188
"MFSD14B"	"23376"	"9"	1697	1697	2.65273237902075e-05	0.027444599
"MFSD14C"	"23672"	"9"	535	535	9.88284543072516e-06	0.204127464
"MFSD2A"	"25897"	"1"	1844	1844	2.91795092313243e-05	0.059936907
"MFSD2B"	"37207"	"2"	1727	1727	3.18529593435103e-05	0.004258359
"MFSD3"	"25157"	"8"	1303	1303	2.77419220182474e-05	0.001913408
"MFSD4A"	"25433"	"1"	1689	1689	2.98227170632896e-05	0.020918632
"MFSD4B"	"21053"	"6"	1605	1605	2.05592508488737e-05	NA
"MFSD5"	"28156"	"12"	1690	1690	2.66028741668635e-05	0.018505395
"MFSD6"	"24711"	"2"	2456	2456	3.48749510426543e-05	0.016299543
"MFSD6L"	"26656"	"17"	1761	1761	2.97511861860784e-05	0.005426348
"MFSD8"	"28486"	"4"	1733	1733	2.17034006387512e-05	0.012662617
"MFSD9"	"28158"	"2"	1505	1505	2.46847571564272e-05	NA
"MGA"	"14010"	"15"	18916	18916	0.000245797325861646	0.187279758
"MGAM"	"7043"	"7"	9366	9366	0.000131083757890414	NA
"MGARP"	"29969"	"4"	771	771	1.20749716912151e-05	0.015199836
"MGAT1"	"7044"	"5"	1338	1338	3.20456907029754e-05	0.299761023
"MGAT2"	"7045"	"14"	1344	1344	2.33283574207453e-05	0.219820156
"MGAT3"	"7046"	"22"	1702	1702	4.53628291392633e-05	0.094058315
"MGAT4A"	"7047"	"2"	1983	1983	2.36443090932573e-05	0.025914029
"MGAT4B"	"7048"	"5"	2005	2005	4.21966639854883e-05	0.107954035
"MGAT4C"	"30871"	"12"	1572	1572	1.85983878341295e-05	0.011449576
"MGAT5"	"7049"	"2"	2466	2466	3.31114666952562e-05	0.236520745
"MGAT5B"	"24140"	"17"	2748	2748	5.5599277994427e-05	0.032518254
"MGLL"	"17038"	"3"	1222	1222	2.08343107034463e-05	0.014025437
"MGME1"	"16205"	"20"	1160	1160	1.44885228410488e-05	0.015513944
"MGMT"	"7059"	"10"	781	781	1.58956795672464e-05	0.00242085
"MGP"	"7060"	"12"	451	451	7.15728740692605e-06	0.006589171
"MGRN1"	"20254"	"16"	2177	2177	4.58540332604828e-05	0.063875692
"MGST1"	"7061"	"12"	551	551	6.72690843352285e-06	NA
"MGST2"	"7063"	"4"	508	508	7.03262936796143e-06	NA
"MGST3"	"7064"	"1"	657	657	9.74047823590672e-06	0.011523841
"MIA"	"7076"	"19"	444	444	7.5228540058356e-06	0.015374834
"MIA2"	"18432"	"14"	2244	2244	2.46131423540722e-05	0.01170869
"MIA3"	"24008"	"1"	6329	6329	7.95726974738973e-05	0.017154851
"MIB1"	"21086"	"18"	3341	3341	4.70334398512939e-05	NA
"MIB2"	"30577"	"1"	3626	3626	9.88843435718964e-05	NA
"MICA"	"7090"	"6"	1063	1063	1.58645976020149e-05	NA
"MICAL1"	"20619"	"6"	3645	3645	5.86654066546681e-05	0.003538328
"MICAL2"	"24693"	"11"	4036	4036	6.36945335848673e-05	0.025723283
"MICAL3"	"24694"	"22"	7506	7506	0.000133840390293233	0.12293975
"MICALCL"	"25933"	"11"	2200	2200	2.94510501108855e-05	NA
"MICALL1"	"29804"	"22"	2867	2867	5.15530422814507e-05	0.023247028
"MICALL2"	"29672"	"7"	2971	2971	6.20222430058708e-05	0.004284208
"MICB"	"7091"	"6"	1296	1296	1.98562177353238e-05	NA
"MICU1"	"1530"	"10"	1887.33333333333	1887.33333333333	2.38408324438898e-05	0.003945288
"MICU2"	"31830"	"13"	1524	1524	2.21683511259345e-05	NA
"MICU3"	"27820"	"8"	1801	1801	2.91056765528684e-05	0.009753358
"MID1"	"7095"	"X"	2132	2132	3.57284548891845e-05	0.024345592
"MID1IP1"	"20715"	"X"	552	552	1.34968781670475e-05	0.158242489
"MID2"	"7096"	"X"	2352	2352	3.25484893681312e-05	0.329353087
"MIDN"	"16298"	"19"	1503	1503	4.08397770684889e-05	0.025110895
"MIEF1"	"25979"	"22"	1600	1600	2.76441329169456e-05	0.013722954
"MIEF2"	"17920"	"17"	1704	1704	3.37388628355636e-05	0.025711722
"MIEN1"	"28230"	"17"	459	459	9.25861428343756e-06	0.205129812
"MIER1"	"29657"	"1"	2085	2085	2.58489477217671e-05	0.087490119
"MIER2"	"29210"	"19"	1846	1846	3.88425597147299e-05	0.008583376
"MIER3"	"26678"	"5"	1901	1901	2.40185265519612e-05	0.281901323
"MIF"	"7097"	"22"	380	380	1.17632353962627e-05	NA
"MIF4GD"	"24030"	"17"	967	967	1.54001582249784e-05	0.004327375
"MIGA1"	"24741"	"1"	2147	2147	2.62035873769952e-05	0.014659138
"MIGA2"	"23621"	"9"	2143	2143	4.081859622991e-05	0.010282796
"MIIP"	"25715"	"1"	1302	1302	2.45736114270996e-05	0.001589879
"MINDY1"	"25648"	"1"	1698	1698	2.45463703714544e-05	0.001885837
"MINDY2"	"26954"	"15"	1996	1996	3.41008076796478e-05	0.022050483
"MINDY3"	"23578"	"10"	1591	1591	1.9584761750648e-05	0.041411216
"MINDY4"	"21916"	"7"	2546	2546	3.73907417634119e-05	0.002157661
"MINDY4B"	"35475"	"3"	1199	1199	1.61049524591334e-05	NA
"MINK1"	"17565"	"17"	4583	4583	8.71718232862695e-05	0.144605911
"MINOS1"	"32068"	"1"	285	285	4.18810517558182e-06	0.189996108
"MINPP1"	"7102"	"10"	1570	1570	2.9495231806418e-05	0.04623715
"MIOS"	"21905"	"7"	2772	2772	3.58812736783499e-05	0.035392076
"MIOX"	"14522"	"22"	1042	1042	1.950743550036e-05	0.002331254
"MIP"	"7103"	"12"	3319	3319	5.04948755219438e-05	0.090619294
"MIPEP"	"7104"	"13"	2479	2479	3.72867651243732e-05	0.010185813
"MIPOL1"	"21460"	"14"	1619	1619	1.86854484040631e-05	0.005133085
"MIS12"	"24967"	"17"	618	618	8.14642191168754e-06	0.073886087
"MIS18A"	"1286"	"21"	766	766	1.43191821040056e-05	0.00613041
"MIS18BP1"	"20190"	"14"	3639	3639	3.9795203140453e-05	0.011684824
"MISP"	"27000"	"19"	2088	2088	4.22945866875039e-05	0.002459843
"MITD1"	"25207"	"2"	846	846	1.10639976617278e-05	0.005034239
"MITF"	"7105"	"3"	1968	1968	3.25521551046406e-05	0.193361289
"MIXL1"	"13363"	"1"	739	739	1.93741473219153e-05	0.00915742
"MKI67"	"7107"	"10"	9979	9979	0.000129456693051668	0.006675001
"MKKS"	"7108"	"20"	1953	1953	2.27574192513249e-05	0.006590669
"MKL1"	"14334"	"22"	3273	3273	5.32126222102518e-05	0.041993663
"MKL2"	"29819"	"16"	3976	3976	5.46306594799482e-05	0.239007063
"MKLN1"	"7109"	"7"	2488	2488	3.05715390400731e-05	0.136571086
"MKNK1"	"7110"	"1"	1896	1896	2.84621430373274e-05	0.017662928
"MKNK2"	"7111"	"19"	1812	1812	3.74522652595857e-05	0.007232125
"MKRN1"	"7112"	"7"	1622	1622	2.69390312837296e-05	0.124858497
"MKRN2"	"7113"	"3"	1365	1365	2.09010154258376e-05	0.042519366
"MKRN2OS"	"40375"	"3"	720	720	1.1723943329861e-05	NA
"MKRN3"	"7114"	"15"	1620	1620	2.54431721097729e-05	0.036781557
"MKS1"	"7121"	"17"	2312	2312	3.89186741926001e-05	0.008069571
"MKX"	"23729"	"10"	1182	1182	2.25981658885473e-05	0.096484407
"MLANA"	"7124"	"9"	405	405	5.46533622485413e-06	NA
"MLC1"	"17082"	"22"	1294	1294	2.44917787146056e-05	0.01131226
"MLEC"	"28973"	"12"	953	953	1.83893510937901e-05	0.050875066
"MLF1"	"7125"	"3"	1122	1122	1.48611645390931e-05	0.003942558
"MLF2"	"7126"	"12"	883	883	1.62694187317411e-05	0.108997201
"MLH1"	"7127"	"3"	2573	2573	3.40058523640049e-05	0.03612419
"MLH3"	"7128"	"14"	4641	4641	5.65961287220932e-05	0.007036881
"MLIP"	"21355"	"6"	3547	3547	4.61891198076774e-05	0.004187585
"MLKL"	"26617"	"16"	1599	1599	2.29907441248691e-05	0.002287428
"MLLT1"	"7134"	"19"	1856	1856	3.74450644377094e-05	0.22755909
"MLLT10"	"16063"	"10"	4037	4037	5.16610744617129e-05	0.065447858
"MLLT11"	"16997"	"1"	273	273	3.48889202353074e-06	0.143697253
"MLLT3"	"7136"	"9"	1878	1878	2.41319348642615e-05	0.240353835
"MLLT6"	"7138"	"17"	3753	3753	6.60006836716142e-05	0.120694532
"MLN"	"7141"	"6"	398	398	5.91902335588352e-06	0.001447265
"MLNR"	"4495"	"13"	1414	1414	4.37428875026519e-05	0.012364909
"MLPH"	"29643"	"2"	2175	2175	3.49772543143444e-05	0.012722593
"MLST8"	"24825"	"16"	1308	1308	2.87264241188999e-05	0.027916785
"MLX"	"11645"	"17"	1009	1009	1.90424269426566e-05	0.045658943
"MLXIP"	"17055"	"12"	3318	3318	6.40058896284734e-05	0.095958438
"MLXIPL"	"12744"	"7"	3032	3032	6.11997919013486e-05	0.033061694
"MLYCD"	"7150"	"16"	1546	1546	3.74936001283472e-05	0.013833106
"MMAA"	"18871"	"4"	1337	1337	1.73735332713826e-05	0.003203302
"MMAB"	"19331"	"12"	906	906	1.78460097995458e-05	0.004437172
"MMACHC"	"24525"	"1"	897	897	1.44905979394765e-05	0.002421858
"MMADHC"	"25221"	"2"	1105	1105	1.33857369119866e-05	0.016040902
"MMD"	"7153"	"17"	813	813	1.22469047540965e-05	0.014923952
"MMD2"	"30133"	"7"	962	962	1.68878148546506e-05	0.009607095
"MME"	"7154"	"3"	2646	2646	3.41747786733612e-05	0.010191506
"MMEL1"	"14668"	"1"	2692	2692	5.37907334724601e-05	0.009214277
"MMGT1"	"28100"	"X"	655	655	1.36901784865654e-05	0.223978117
"MMP1"	"7155"	"11"	1554	1554	1.97805542351417e-05	NA
"MMP10"	"7156"	"11"	1575	1575	1.8719181204629e-05	NA
"MMP11"	"7157"	"22"	1579	1579	3.27622581525076e-05	0.005475282
"MMP13"	"7159"	"11"	1694	1694	2.31172993171418e-05	0.008717578
"MMP14"	"7160"	"14"	2143	2143	4.11789341123274e-05	0.1820115
"MMP15"	"7161"	"16"	2154	2154	5.12738337480019e-05	0.04197268
"MMP16"	"7162"	"8"	2047	2047	2.91575629043476e-05	0.100188824
"MMP17"	"7163"	"12"	1959.66666666667	1959.66666666667	5.03642112950867e-05	0.008449247
"MMP19"	"7165"	"12"	1769	1769	2.66736897388021e-05	NA
"MMP2"	"7166"	"16"	2188	2188	3.9228617971441e-05	0.033164741
"MMP20"	"7167"	"11"	1596	1596	2.22380585179081e-05	NA
"MMP21"	"14357"	"10"	1806	1806	3.74850646642656e-05	0.003543051
"MMP23B"	"7171"	"1"	1566	1566	4.41949919673835e-05	NA
"MMP24"	"7172"	"20"	2066	2066	4.60753243294324e-05	0.036459124
"MMP25"	"14246"	"16"	1833	1833	4.38218806466497e-05	0.002721834
"MMP26"	"14249"	"11"	866	866	1.09873377454241e-05	0.008335187
"MMP27"	"14250"	"11"	1686	1686	2.10709884430749e-05	NA
"MMP28"	"14366"	"17"	772	772	1.58166798929834e-05	0.004739407
"MMP3"	"7173"	"11"	1578	1578	1.94479715565645e-05	0.003049024
"MMP7"	"7174"	"11"	884	884	1.2522908977172e-05	0.003870011
"MMP8"	"7175"	"11"	1548	1548	1.95245064890671e-05	NA
"MMP9"	"7176"	"20"	2316	2316	5.63082765941093e-05	0.004063955
"MMRN1"	"7178"	"4"	3799	3799	4.56828376035891e-05	0.003677828
"MMRN2"	"19888"	"10"	3040	3040	6.14041044411617e-05	0.005170235
"MMS19"	"13824"	"10"	3719	3719	5.27338668695159e-05	0.031064908
"MMS22L"	"21475"	"6"	4117	4117	4.68166086211885e-05	0.031059854
"MN1"	"7180"	"22"	3979	3979	0.00010457373778883	NA
"MNAT1"	"7181"	"14"	1079	1079	1.25847700439832e-05	0.004940172
"MND1"	"24839"	"4"	764	764	8.97189334626354e-06	0.00630766
"MNDA"	"7183"	"1"	1304	1304	1.57829302174265e-05	NA
"MNS1"	"29636"	"15"	1632	1632	1.97527653395173e-05	0.002452948
"MNT"	"7188"	"17"	1829	1829	3.56445447036539e-05	0.192439809
"MNX1"	"4979"	"7"	1365	1365	4.63265514376995e-05	NA
"MOAP1"	"16658"	"14"	1056	1056	1.41660714336042e-05	0.01134268
"MOB1A"	"16015"	"2"	791	791	8.7543543161193e-06	0.230617619
"MOB1B"	"29801"	"4"	768	768	9.11237416206804e-06	0.014538021
"MOB2"	"24904"	"11"	871	871	1.78500539051307e-05	0.071549751
"MOB3A"	"29802"	"19"	686	686	1.74133998928559e-05	0.004500401
"MOB3B"	"23825"	"9"	683	683	1.04778790865325e-05	0.017929348
"MOB3C"	"29800"	"1"	874	874	1.88807832643491e-05	NA
"MOB4"	"17261"	"2"	982	982	1.241465502507e-05	0.081757046
"MOBP"	"7189"	"3"	744.333333333333	744.333333333333	1.51458285951173e-05	0.142308739
"MOCOS"	"18234"	"18"	2891	2891	4.5608744641568e-05	0.003093092
"MOCS1"	"7190"	"6"	2202	2202	3.67156392038963e-05	0.008602755
"MOCS2"	"7193"	"5"	861	861	1.1059912118537e-05	0.008343389
"MOCS3"	"15765"	"20"	1383	1383	3.07167373197665e-05	0.014609646
"MOG"	"7197"	"6"	1195	1195	1.53874811427737e-05	0.029096289
"MOGAT1"	"18210"	"2"	1088	1088	1.45697699856411e-05	0.000834906
"MOGAT2"	"23248"	"11"	1085	1085	1.78810397470511e-05	0.017062129
"MOGAT3"	"23249"	"7"	1215	1215	2.25728954020857e-05	0.000768982
"MOGS"	"24862"	"2"	2562	2562	4.75858502300939e-05	0.012923599
"MOK"	"9833"	"14"	1660	1660	2.83268216897768e-05	NA
"MON1A"	"28207"	"3"	2058	2058	4.31109645698831e-05	0.013014463
"MON1B"	"25020"	"16"	1756.33333333333	1756.33333333333	3.53460192767212e-05	0.038972282
"MON2"	"29177"	"12"	5801	5801	6.7939578876155e-05	0.049848603
"MORC1"	"7198"	"3"	3387	3387	3.99647715848038e-05	0.015580291
"MORC2"	"23573"	"22"	3520	3520	5.62510890892414e-05	0.128257288
"MORC3"	"23572"	"21"	3076	3076	4.07501544241257e-05	0.145603204
"MORC4"	"23485"	"X"	3070	3070	4.14328228620941e-05	0.115448603
"MORF4L1"	"16989"	"15"	1487.33333333333	1487.33333333333	1.91440999976963e-05	0.051016505
"MORF4L2"	"16849"	"X"	867	867	1.09198046136271e-05	0.201518583
