gene_id	mutation_category	events_n	dist	probability
C11orf80	missense	2	1414.0	0.8234641765358235
C11orf80	nonsense	0	nan	nan
C12orf50	missense	2	361.0	0.49644550355449646
C12orf50	nonsense	0	nan	nan
C12orf66	missense	2	934.0	0.8733931266068735
C12orf66	nonsense	0	nan	nan
C15orf39	missense	3	278.1,nan	0.10255189744810254
C15orf39	nonsense	0	nan,nan	nan
C15orf59	missense	3	42.0,nan	0.03501396498603502
C15orf59	nonsense	0	nan,nan	nan
C16orf58	missense	2	945.0	0.8849621150378849
C16orf58	nonsense	0	nan	nan
C16orf72	missense	2	35.0	0.0846829153170847
C16orf72	nonsense	0	nan	nan
C16orf96	missense	2	1935.0	0.7973222026777973
C16orf96	nonsense	0	nan	nan
C17orf47	missense	2	209.0	0.23172876827123176
C17orf47	nonsense	0	nan	nan
C17orf53	missense	2	90.0	0.09394490605509392
C17orf53	nonsense	0	nan	nan
C17orf80	missense	3	407.5,nan	0.4000675999324
C17orf80	nonsense	0	nan,nan	nan
C19orf44	missense	2	763.0	0.6209013790986208
C19orf44	nonsense	0	nan	nan
C19orf47	missense	2	174.0	0.25322974677025323
C19orf47	nonsense	0	nan	nan
C19orf53	missense	2	45.0	0.3086206913793087
C19orf53	nonsense	0	nan	nan
C19orf71	missense	2	163.0	0.4683535316464684
C19orf71	nonsense	0	nan	nan
C1orf131	missense	2	752.0	0.9765840234159766
C1orf131	nonsense	0	nan	nan
C1orf167	missense	4	499.0	0.14260585739414258
C1orf167	nonsense	0	nan	nan
C1QC	missense	2	216.0,nan,nan	0.5121894878105122
C1QC	nonsense	0	nan,nan,nan	nan
C1QL1	missense	2	354.0	0.7232342767657234
C1QL1	nonsense	0	nan	nan
C1QTNF1	missense	2	626.0	0.9247770752229247
C1QTNF1	nonsense	0	nan	nan
C1QTNF2	missense	3	387.2	0.8004511995488004
C1QTNF2	nonsense	0	nan	nan
C1R	missense	2	156.0	0.15832684167315833
C1R	nonsense	0	nan	nan
C1S	missense	2	197.0,nan,nan	0.1831918168081832
C1S	nonsense	0	nan,nan,nan	nan
C20orf194	missense	2	2071.0	0.7936752063247937
C20orf194	nonsense	0	nan	nan
C22orf23	missense	2	35.0,nan,nan	0.11696588303411697
C22orf23	nonsense	0	nan,nan,nan	nan
C2CD2L	missense	3	707.3	0.6416873583126417
C2CD2L	nonsense	0	nan	nan
C2CD3	missense	3	2252.0	0.6477233522766477
C2CD3	nonsense	0	nan	nan
C2CD4C	missense	2	550.0	0.6968393031606969
C2CD4C	nonsense	0	nan	nan
C2CD5	missense	2	530.0	0.30383269616730385
C2CD5	nonsense	0	nan	nan
C2orf42	missense	3	460.2,nan	0.49920450079549916
C2orf42	nonsense	0	nan,nan	nan
C3AR1	missense	2	54.0	0.07683492316507684
C3AR1	nonsense	0	nan	nan
C3	missense	5	1258.8	0.6187683812316187
C3	nonsense	0	nan	nan
C3orf20	missense	4	641.2	0.4867545132454866
C3orf20	nonsense	0	nan	nan
C3orf70	missense	2	99.0	0.2546877453122546
C3orf70	nonsense	0	nan	nan
C4orf17	missense	2	114.0	0.2417957582042418
C4orf17	nonsense	0	nan	nan
C5	missense	2	1333.0	0.4642075357924642
C5	nonsense	0	nan	nan
C5orf15	missense	2	72.0	0.18249381750618246
C5orf15	nonsense	0	nan	nan
C5orf22	missense	2	27.0	0.04663995336004665
C5orf22	nonsense	0	nan	nan
C6orf10	missense	2	424.0	0.4476435523564479
C6orf10	nonsense	0	nan	nan
C6orf132	missense	3	361.0,nan	0.20367779632220367
C6orf132	nonsense	0	nan,nan	nan
C6orf89	missense	2	166.0	0.28624971375028624
C6orf89	nonsense	0	nan	nan
C7orf25	missense	3	258.6	0.29423370576629415
C7orf25	nonsense	0	nan	nan
C7orf26	missense	2	350.0	0.4232325767674233
C7orf26	nonsense	0	nan	nan
C7orf55-LUC7L2	missense	4	370.4	0.7644702355297645
C7orf55-LUC7L2	nonsense	0	nan	nan
C8A	missense	3	104.8	0.051447948552051426
C8A	nonsense	0	nan	nan
C8B	missense	2	753.0	0.685991314008686
C8B	nonsense	0	nan	nan
C8orf58	missense	3	241.4	0.39250660749339245
C8orf58	nonsense	0	nan	nan
C8orf86	missense	2	115.0	0.3307706692293307
C8orf86	nonsense	0	nan	nan
C9orf24	missense	3	nan,nan,nan	nan
C9orf24	nonsense	0	nan,nan,nan	nan
C9orf72	missense	2	427.0	0.5052994947005052
C9orf72	nonsense	0	nan	nan
CA10	missense	3	433.2	0.8768211231788767
CA10	nonsense	0	nan	nan
CA9	missense	2	411.0	0.5469924530075471
CA9	nonsense	0	nan	nan
CAAP1	missense	2	121.0	0.25058774941225054
CAAP1	nonsense	0	nan	nan
CABIN1	missense	6	1625.9,nan	0.562923437076563
CABIN1	nonsense	0	nan,nan	nan
CABP1	missense	2	80.0	0.1628368371631628
CABP1	nonsense	0	nan	nan
CACHD1	missense	5	824.6	0.3407036592963408
CACHD1	nonsense	0	nan	nan
CACNA1A	missense	48	724.3	1.010100999897969e-08
CACNA1A	nonsense	0	nan	nan
CACNA1B	missense	7	2244.0	0.940945059054941
CACNA1B	nonsense	0	nan	nan
CACNA1C	missense	18	718.2	5.7999942000057946e-05
CACNA1C	nonsense	0	nan	nan
CACNA1D	missense	6	1706.5	0.6382853617146382
CACNA1D	nonsense	0	nan	nan
CACNA1E	missense	16	591.7	5.999994000005993e-06
CACNA1E	nonsense	0	nan	nan
CACNA1F	missense	3	751.9	0.16862383137616865
CACNA1F	nonsense	0	nan	nan
CACNA1G	missense	15	623.4	4.2999957000042966e-05
CACNA1G	nonsense	0	nan	nan
CACNA1H	missense	12	1530.4	0.3576046423953577
CACNA1H	nonsense	0	nan	nan
CACNA1I	missense	10	1259.9	0.19342280657719346
CACNA1I	nonsense	0	nan	nan
CACNA1S	missense	3	1494.5	0.5454224545775452
CACNA1S	nonsense	0	nan	nan
CACNA2D1	missense	3	1376.2	0.8326621673378327
CACNA2D1	nonsense	0	nan	nan
CACNA2D2	missense	3	893.6,nan	0.4581125418874582
CACNA2D2	nonsense	0	nan,nan	nan
CACNA2D4	missense	2	1907.0	0.8014921985078014
CACNA2D4	nonsense	0	nan	nan
CACNG3	missense	2	231.0	0.4395365604634395
CACNG3	nonsense	0	nan	nan
CACTIN	missense	4	545.6	0.40610959389040613
CACTIN	nonsense	0	nan	nan
CADM1	missense	3	258.8	0.29249270750729245
CADM1	nonsense	0	nan	nan
CADM2	missense	3	396.0,nan	0.5228684771315228
CADM2	nonsense	0	nan,nan	nan
CAD	missense	14	1377.2	0.2485017514982485
CAD	nonsense	0	nan	nan
CADPS2	missense	3	1006.3	0.4731955268044731
CADPS2	nonsense	0	nan	nan
CADPS	missense	2	1709.0	0.6344993655006343
CADPS	nonsense	0	nan	nan
CALM1	missense	2	21.0	0.10158689841310159
CALM1	nonsense	0	nan	nan
CALR	missense	2	403.0	0.527053472946527
CALR	nonsense	0	nan	nan
CAMK1G	missense	2	188.0,nan	0.2478817521182479
CAMK1G	nonsense	0	nan,nan	nan
CAMK1	missense	2	178.0	0.29178470821529184
CAMK1	nonsense	0	nan	nan
CAMK2A	missense	5	192.6	0.09008890991109007
CAMK2A	nonsense	0	nan	nan
CAMK2B	missense	9	91.9	1.899998100001899e-05
CAMK2B	nonsense	0	nan	nan
CAMK2D	missense	5	141.8	0.02603097396902604
CAMK2D	nonsense	0	nan	nan
CAMK2G	missense	9	205.0	0.010877989122010876
CAMK2G	nonsense	0	nan	nan
CAMK4	missense	5	39.7,nan	0.0006919993080006921
CAMK4	nonsense	0	nan,nan	nan
CAMKK2	missense	3	681.2,nan	0.77991922008078
CAMKK2	nonsense	0	nan,nan	nan
CAMSAP1	missense	2	354.0	0.14206885793114202
CAMSAP1	nonsense	0	nan	nan
CAMSAP2	missense	3	713.1	0.25033874966125036
CAMSAP2	nonsense	0	nan	nan
CAMSAP3	missense	2	2870.0	0.9354530645469354
CAMSAP3	nonsense	0	nan	nan
CAMTA1	missense	4	1383.5	0.6299763700236298
CAMTA1	nonsense	0	nan	nan
CAMTA2	missense	4	809.5	0.3937846062153938
CAMTA2	nonsense	0	nan	nan
CAND2	missense	3	1334.9	0.758948241051759
CAND2	nonsense	0	nan	nan
CANT1	missense	2	365.0,nan,nan	0.512037487962512
CANT1	nonsense	0	nan,nan,nan	nan
CAPN10	missense	4	758.3	0.8887071112928887
CAPN10	nonsense	0	nan	nan
CAPN11	missense	2	858.0,nan	0.638067361932638
CAPN11	nonsense	0	nan,nan	nan
CAPN14	missense	2	841.0,nan	0.6501683498316501
CAPN14	nonsense	0	nan,nan	nan
CAPN15	missense	8	868.5	0.7653152346847654
CAPN15	nonsense	0	nan	nan
CAPN1	missense	3	569.5,nan,nan,nan	0.5728074271925729
CAPN1	nonsense	0	nan,nan,nan,nan	nan
CAPN2	missense	2	396.0	0.33235566764433216
CAPN2	nonsense	0	nan	nan
CAPN5	missense	5	464.1	0.4984755015244986
CAPN5	nonsense	0	nan	nan
CAPN7	missense	2	733.0	0.4949965050034951
CAPN7	nonsense	0	nan	nan
CAPNS2	missense	3	174.8	0.4643905356094644
CAPNS2	nonsense	0	nan	nan
CAPRIN1	missense	3	202.3,nan	0.10417789582210422
CAPRIN1	nonsense	0	nan,nan	nan
CARD10	missense	4	1116.2,nan	0.8359811640188359
CARD10	nonsense	0	nan,nan	nan
CARD11	missense	4	1228.5	0.8571121428878572
CARD11	nonsense	0	nan	nan
CARD14	missense	6	409.6,nan	0.08150491849508147
CARD14	nonsense	0	nan,nan	nan
CARD8	missense	2	364.0,nan	0.4003805996194005
CARD8	nonsense	0	nan,nan	nan
CARD9	missense	4	361.1	0.41862158137841876
CARD9	nonsense	0	nan	nan
CARMIL2	missense	4	1164.4	0.640844359155641
CARMIL2	nonsense	0	nan	nan
CARMIL3	missense	2	3628.0	0.9842020157979842
CARMIL3	nonsense	0	nan	nan
CARNMT1	missense	2	568.0	0.6595843404156596
CARNMT1	nonsense	0	nan	nan
CARS	missense	3	694.5	0.5622734377265621
CARS	nonsense	0	nan	nan
CASC1	missense	4	247.7	0.09288190711809288
CASC1	nonsense	0	nan	nan
CASD1	missense	2	302.0	0.23310176689823314
CASD1	nonsense	0	nan	nan
CASKIN1	missense	3	692.1	0.2584227415772585
CASKIN1	nonsense	0	nan	nan
CASKIN2	missense	10	537.6	0.052597947402052585
CASKIN2	nonsense	0	nan	nan
CASK	missense	15	552.5	0.16645783354216645
CASK	nonsense	0	nan	nan
CASP4	missense	2	126.0	0.21489378510621487
CASP4	nonsense	0	nan	nan
CASP5	missense	2	498.0,nan	0.6092173907826092
CASP5	nonsense	0	nan,nan	nan
CASP7	missense	2	317.0	0.5503994496005502
CASP7	nonsense	0	nan	nan
CASR	missense	4	209.7	0.023896976103023895
CASR	nonsense	0	nan	nan
CASS4	missense	4	436.5,nan	0.2716507283492717
CASS4	nonsense	0	nan,nan	nan
CASZ1	missense	5	1354.1	0.5277214722785277
CASZ1	nonsense	0	nan	nan
CAT	missense	2	930.0	0.8175431824568176
CAT	nonsense	0	nan	nan
CATSPER1	missense	2	481.0	0.37679862320137675
CATSPER1	nonsense	0	nan	nan
CATSPERB	missense	2	831.0	0.43529656470343514
CATSPERB	nonsense	0	nan	nan
CATSPERD	missense	3	319.1	0.1800838199161802
CATSPERD	nonsense	0	nan	nan
CBARP	missense	2	1091.0	0.7495092504907495
CBARP	nonsense	0	nan	nan
CBFA2T3	missense	3	535.6	0.5614884385115615
CBFA2T3	nonsense	0	nan	nan
CBLL1	missense	5	255.8	0.23947376052623948
CBLL1	nonsense	0	nan	nan
CBL	missense	9	80.9	1.9999980000019993e-06
CBL	nonsense	0	nan	nan
CBX2	missense	2	65.0	0.08233591766408234
CBX2	nonsense	0	nan	nan
CBX3	missense	2	0.0,nan	0.006312993687006315
CBX3	nonsense	0	nan,nan	nan
CBX5	missense	4	91.8,nan,nan	0.2164097835902164
CBX5	nonsense	0	nan,nan,nan	nan
CBX7	missense	2	536.0	0.9056930943069057
CBX7	nonsense	0	nan	nan
CBX8	missense	2	309.0	0.47014152985847024
CBX8	nonsense	0	nan	nan
CC2D2A	missense	3	1289.0,nan,nan	0.5266594733405265
CC2D2A	nonsense	0	nan,nan,nan	nan
CCAR1	missense	7	498.9,nan	0.138028861971138
CCAR1	nonsense	0	nan,nan	nan
CCAR2	missense	4	618.1,nan	0.41023358976641033
CCAR2	nonsense	0	nan,nan	nan
CCBE1	missense	2	559.0	0.703039296960703
CCBE1	nonsense	0	nan	nan
CCDC102A	missense	3	508.0	0.6382193617806382
CCDC102A	nonsense	0	nan	nan
CCDC130	missense	2	785.0,nan	0.893947106052894
CCDC130	nonsense	0	nan,nan	nan
CCDC136	missense	3	1505.0	0.8784131215868785
CCDC136	nonsense	0	nan	nan
CCDC137	missense	2	130.0	0.2701857298142702
CCDC137	nonsense	0	nan	nan
CCDC138	missense	2	261.0	0.2412137587862412
CCDC138	nonsense	0	nan	nan
CCDC13	missense	2	1163.0	0.7953292046707954
CCDC13	nonsense	0	nan	nan
CCDC141	missense	4	711.1	0.1984528015471985
CCDC141	nonsense	0	nan	nan
CCDC146	missense	2	195.0	0.1338898661101339
CCDC146	nonsense	0	nan	nan
CCDC14	missense	3	983.5	0.6618023381976617
CCDC14	nonsense	0	nan	nan
CCDC154	missense	4	592.8	0.6966123033876966
CCDC154	nonsense	0	nan	nan
CCDC168	missense	8	3254.5	0.8889341110658889
CCDC168	nonsense	0	nan	nan
CCDC169	missense	2	301.0	0.6508513491486508
CCDC169	nonsense	0	nan	nan
CCDC171	missense	2	2996.0	0.9394660605339394
CCDC171	nonsense	0	nan	nan
CCDC173	missense	2	489.0	0.48822151177848827
CCDC173	nonsense	0	nan	nan
CCDC178	missense	2	342.0,nan	0.2402857597142403
CCDC178	nonsense	0	nan,nan	nan
CCDC17	missense	2	450.0	0.46357453642546353
CCDC17	nonsense	0	nan	nan
CCDC180	missense	3	1826.8,nan	0.7146492853507147
CCDC180	nonsense	0	nan,nan	nan
CCDC189	missense	3	202.0	0.28227871772128227
CCDC189	nonsense	0	nan	nan
CCDC18	missense	3	1731.9	0.8151621848378152
CCDC18	nonsense	0	nan	nan
CCDC33	missense	2	357.0	0.22308877691122306
CCDC33	nonsense	0	nan	nan
CCDC39	missense	2	1054.0	0.5983094016905984
CCDC39	nonsense	0	nan	nan
CCDC40	missense	3	739.2	0.38952361047638956
CCDC40	nonsense	0	nan	nan
CCDC57	missense	2	384.0,nan	0.2598647401352598
CCDC57	nonsense	0	nan,nan	nan
CCDC60	missense	2	579.0	0.5755044244955754
CCDC60	nonsense	0	nan	nan
CCDC62	missense	2	96.0	0.09296890703109298
CCDC62	nonsense	0	nan	nan
CCDC66	missense	2	1021.0,nan	0.6074823925176075
CCDC66	nonsense	0	nan,nan	nan
CCDC6	missense	3	323.5	0.3827646172353825
CCDC6	nonsense	0	nan	nan
CCDC73	missense	3	747.5	0.43328056671943316
CCDC73	nonsense	0	nan	nan
CCDC78	missense	2	30.0	0.049902950097049904
CCDC78	nonsense	0	nan	nan
CCDC85C	missense	2	69.0	0.11662288337711665
CCDC85C	nonsense	0	nan	nan
CCDC87	missense	2	443.0	0.3152376847623151
CCDC87	nonsense	0	nan	nan
CCDC88A	missense	4	1879.8	0.7897702102297898
CCDC88A	nonsense	0	nan	nan
CCDC88B	missense	3	1648.4	0.767018232981767
CCDC88B	nonsense	0	nan	nan
CCDC88C	missense	5	1821.4	0.7622402377597621
CCDC88C	nonsense	0	nan	nan
CCDC93	missense	4	465.3	0.5373204626795374
CCDC93	nonsense	0	nan	nan
CCDC97	missense	2	276.0	0.4730145269854731
CCDC97	nonsense	0	nan	nan
CCDC9	missense	4	305.7	0.3895376104623894
CCDC9	nonsense	0	nan	nan
CCHCR1	missense	3	718.3	0.602888397111603
CCHCR1	nonsense	0	nan	nan
CCIN	missense	2	180.0	0.2015867984132016
CCIN	nonsense	0	nan	nan
CCM2L	missense	2	1271.0	0.9417910582089418
CCM2L	nonsense	0	nan	nan
CCNA1	missense	3	648.7	0.9101470898529102
CCNA1	nonsense	0	nan	nan
CCNE2	missense	2	245.0,nan	0.34921765078234923
CCNE2	nonsense	0	nan,nan	nan
CCNF	missense	2	768.0	0.550794449205551
CCNF	nonsense	0	nan	nan
CCNI	missense	2	336.0	0.506071493928506
CCNI	nonsense	0	nan	nan
CCNJL	missense	2	42.0	0.06735493264506734
CCNJL	nonsense	0	nan	nan
CCNK	missense	2	216.0	0.2349457650542349
CCNK	nonsense	0	nan	nan
CCNL1	missense	3	321.2	0.32781867218132776
CCNL1	nonsense	0	nan	nan
CCNL2	missense	2	581.0	0.5621344378655622
CCNL2	nonsense	0	nan	nan
CCNT1	missense	2	132.0	0.1191828808171192
CCNT1	nonsense	0	nan	nan
CCNT2	missense	3	518.1	0.45592554407445607
CCNT2	nonsense	0	nan	nan
CCR1	missense	3	403.3	0.7911042088957911
CCR1	nonsense	0	nan	nan
CCR9	missense	3	97.1	0.09818890181109817
CCR9	nonsense	0	nan	nan
CCSER2	missense	2	1651.0	0.8762561237438763
CCSER2	nonsense	0	nan	nan
CCS	missense	5	257.4	0.8145211854788145
CCS	nonsense	0	nan	nan
CCT2	missense	2	933.0	0.8586361413638587
CCT2	nonsense	0	nan	nan
CCT4	missense	3	252.3	0.2225277774722224
CCT4	nonsense	0	nan	nan
CCT8	missense	2	1364.0	0.9816180183819816
CCT8	nonsense	0	nan	nan
CD109	missense	5	487.2	0.05114194885805115
CD109	nonsense	0	nan	nan
CD163L1	missense	2	321.0	0.14233285766714232
CD163L1	nonsense	0	nan	nan
CD163	missense	4	175.3	0.011917988082011916
CD163	nonsense	0	nan	nan
CD200R1	missense	2	54.0	0.10648089351910647
CD200R1	nonsense	0	nan	nan
CD22	missense	2	1740.0	0.9110900889099112
CD22	nonsense	0	nan	nan
CD248	missense	3	667.8	0.5955684044315956
CD248	nonsense	0	nan	nan
CD274	missense	3	135.2	0.23663776336223666
CD274	nonsense	0	nan	nan
CD276	missense	2	221.0	0.26942673057326944
CD276	nonsense	0	nan	nan
CD2BP2	missense	2	378.0,nan	0.6218013781986218
CD2BP2	nonsense	0	nan,nan	nan
CD36	missense	4	291.7,nan,nan,nan,nan	0.35173064826935185
CD36	nonsense	0	nan,nan,nan,nan,nan	nan
CD5L	missense	3	258.0	0.4948115051884948
CD5L	nonsense	0	nan	nan
CD5	missense	3	260.8	0.28979271020728975
CD5	nonsense	0	nan	nan
CD6	missense	3	305.4	0.27287972712027286
CD6	nonsense	0	nan	nan
CD7	missense	2	110.0	0.2838337161662839
CD7	nonsense	0	nan	nan
CD80	missense	2	784.0,nan	0.9862730137269863
CD80	nonsense	0	nan,nan	nan
CDADC1	missense	2	5.0	0.008610991389008614
CDADC1	nonsense	0	nan	nan
CDC14A	missense	3	485.5	0.5133094866905134
CDC14A	nonsense	0	nan	nan
CDC16	missense	2	464.0,nan	0.4201575798424203
CDC16	nonsense	0	nan,nan	nan
CDC23	missense	4	711.0	0.9101310898689101
CDC23	nonsense	0	nan	nan
CDC25B	missense	2	1285.0	0.9105830894169106
CDC25B	nonsense	0	nan	nan
CDC42BPA	missense	5	1092.5	0.32151567848432155
CDC42BPA	nonsense	0	nan	nan
CDC42BPB	missense	10	882.7	0.11002488997511
CDC42BPB	nonsense	0	nan	nan
CDC42BPG	missense	4	374.6	0.03904896095103904
CDC42BPG	nonsense	0	nan	nan
CDC42EP4	missense	2	561.0	0.7647392352607648
CDC42EP4	nonsense	0	nan	nan
CDC42	missense	4	73.3	0.07343692656307343
CDC42	nonsense	0	nan	nan
CDC73	missense	2	588.0	0.5824624175375823
CDC73	nonsense	0	nan	nan
CDCA7L	missense	3	30.3	0.010031989968010037
CDCA7L	nonsense	0	nan	nan
CDCP2	missense	3	515.0	0.8227451772548229
CDCP2	nonsense	0	nan	nan
CDH11	missense	2	1367.0	0.8044811955188045
CDH11	nonsense	0	nan	nan
CDH13	missense	5	388.1	0.22058277941722051
CDH13	nonsense	0	nan	nan
CDH16	missense	2	771.0	0.5174554825445175
CDH16	nonsense	0	nan	nan
CDH18	missense	2	1389.0,nan	0.8264521735478264
CDH18	nonsense	0	nan,nan	nan
CDH1	missense	2	1027.0	0.603023396976603
CDH1	nonsense	0	nan	nan
CDH20	missense	2	205.0,nan	0.17485982514017484
CDH20	nonsense	0	nan,nan	nan
CDH22	missense	2	263.0,nan	0.19932880067119935
CDH22	nonsense	0	nan,nan	nan
CDH23	missense	13	2644.3	0.8584631415368584
CDH23	nonsense	0	nan	nan
CDH24	missense	5	690.1,nan	0.6645293354706645
CDH24	nonsense	0	nan,nan	nan
CDH26	missense	3	771.4	0.6364113635886364
CDH26	nonsense	0	nan	nan
CDH2	missense	5	436.2	0.18193881806118195
CDH2	nonsense	0	nan	nan
CDH3	missense	4	906.6	0.8395241604758397
CDH3	nonsense	0	nan	nan
CDH7	missense	2	99.0,nan	0.08544591455408546
CDH7	nonsense	0	nan,nan	nan
CDH8	missense	2	969.0	0.6841563158436843
CDH8	nonsense	0	nan	nan
CDH9	missense	3	759.5	0.6436673563326438
CDH9	nonsense	0	nan	nan
CDHR1	missense	3	591.6	0.4112085887914112
CDHR1	nonsense	0	nan	nan
CDHR2	missense	3	1251.7,nan,nan	0.6745293254706746
CDHR2	nonsense	0	nan,nan,nan	nan
CDHR4	missense	4	446.0	0.33507366492633506
CDHR4	nonsense	0	nan	nan
CDHR5	missense	3	988.6,nan	0.7907052092947908
CDHR5	nonsense	0	nan,nan	nan
CDK10	missense	2	482.0	0.652960347039653
CDK10	nonsense	0	nan	nan
CDK12	missense	3	469.0	0.1264848735151265
CDK12	nonsense	0	nan	nan
CDK13	missense	37	115.2	1.010100999897969e-08
CDK13	nonsense	0	nan	nan
CDK19	missense	2	15.0	0.02401497598502402
CDK19	nonsense	0	nan	nan
CDK5RAP2	missense	5	2131.8	0.9633750366249634
CDK5RAP2	nonsense	0	nan	nan
CDK8	missense	7	107.3	0.0027919972080027943
CDK8	nonsense	0	nan	nan
CDK9	missense	2	223.0	0.28488171511828486
CDK9	nonsense	0	nan	nan
CDKL1	missense	2	161.0	0.2892817107182893
CDKL1	nonsense	0	nan	nan
CDKL2	missense	2	1048.0	0.8459321540678459
CDKL2	nonsense	0	nan	nan
CDKL5	missense	8	158.2,nan	0.00012899987100012893
CDKL5	nonsense	0	nan,nan	nan
CDON	missense	6	628.8	0.16105383894616107
CDON	nonsense	0	nan	nan
CDT1	missense	2	201.0	0.22739277260722732
CDT1	nonsense	0	nan	nan
CEACAM4	missense	2	165.0	0.40722059277940736
CEACAM4	nonsense	0	nan	nan
CEACAM6	missense	2	189.0	0.3332286667713332
CEACAM6	nonsense	0	nan	nan
CEACAM7	missense	2	127.0,nan	0.30032469967530034
CEACAM7	nonsense	0	nan,nan	nan
CEBPZ	missense	2	399.0	0.2332057667942331
CEBPZ	nonsense	0	nan	nan
CELF2	missense	2	1.0,nan	0.004397995602004396
CELF2	nonsense	0	nan,nan	nan
CELSR1	missense	9	2671.9	0.9184890815109185
CELSR1	nonsense	0	nan	nan
CELSR2	missense	2	4724.0	0.8073211926788073
CELSR2	nonsense	0	nan	nan
CELSR3	missense	8	2624.3	0.7279922720077279
CELSR3	nonsense	0	nan	nan
CEMIP	missense	4	1038.9,nan,nan	0.5696254303745697
CEMIP	nonsense	0	nan,nan,nan	nan
CENPE	missense	5	1860.2	0.4247025752974247
CENPE	nonsense	0	nan	nan
CENPF	missense	8	2500.6	0.7411312588687411
CENPF	nonsense	0	nan	nan
CENPJ	missense	6	1183.8	0.8004721995278004
CENPJ	nonsense	0	nan	nan
CENPT	missense	2	529.0,nan,nan	0.4889285110714888
CENPT	nonsense	0	nan,nan,nan	nan
CEP104	missense	7	755.3	0.7187932812067188
CEP104	nonsense	0	nan	nan
CEP112	missense	2	2523.0,nan	0.9878380121619879
CEP112	nonsense	0	nan,nan	nan
CEP128	missense	3	736.1,nan	0.40834359165640843
CEP128	nonsense	0	nan,nan	nan
CEP131	missense	7	788.3	0.5339214660785341
CEP131	nonsense	0	nan	nan
CEP152	missense	2	1185.0	0.40696159303840695
CEP152	nonsense	0	nan	nan
CEP162	missense	3	1892.6	0.892939107060893
CEP162	nonsense	0	nan	nan
CEP164	missense	4	677.4	0.18881581118418883
CEP164	nonsense	0	nan	nan
CEP170B	missense	6	1553.1	0.9315550684449315
CEP170B	nonsense	0	nan	nan
CEP192	missense	4	3237.5	0.9703680296319703
CEP192	nonsense	0	nan	nan
CEP250	missense	2	2701.0	0.5930434069565931
CEP250	nonsense	0	nan	nan
CEP290	missense	5	2000.8	0.6556883443116557
CEP290	nonsense	0	nan	nan
CEP295	missense	3	730.2	0.1014878985121015
CEP295	nonsense	0	nan	nan
CEP350	missense	7	2439.1	0.6879193120806879
CEP350	nonsense	0	nan	nan
CEP44	missense	2	42.0,nan	0.07253692746307253
CEP44	nonsense	0	nan,nan	nan
CEP63	missense	3	914.5,nan,nan	0.8686901313098687
CEP63	nonsense	0	nan,nan,nan	nan
CEP68	missense	3	1031.0,nan	0.7125142874857124
CEP68	nonsense	0	nan,nan	nan
CEP70	missense	2	257.0,nan	0.2663467336532664
CEP70	nonsense	0	nan,nan	nan
CEP85L	missense	4	887.5	0.8716601283398716
CEP85L	nonsense	0	nan	nan
CEP85	missense	6	442.5	0.27325272674727336
CEP85	nonsense	0	nan	nan
CEP89	missense	6	707.2	0.7921962078037922
CEP89	nonsense	0	nan	nan
CEP95	missense	5	538.7	0.41372858627141373
CEP95	nonsense	0	nan	nan
CER1	missense	2	138.0	0.31641168358831673
CER1	nonsense	0	nan	nan
CERCAM	missense	2	120.0	0.1324918675081325
CERCAM	nonsense	0	nan	nan
CERK	missense	4	443.5	0.593081406918593
CERK	nonsense	0	nan	nan
CERS2	missense	2	79.0,nan	0.14384485615514384
CERS2	nonsense	0	nan,nan	nan
CERS6	missense	2	863.0	0.9217980782019218
CERS6	nonsense	0	nan	nan
CES5A	missense	2	49.0	0.057577942422057576
CES5A	nonsense	0	nan	nan
CFAP100	missense	2	534.0,nan	0.498094501905498
CFAP100	nonsense	0	nan,nan	nan
CFAP157	missense	2	205.0	0.24544475455524548
CFAP157	nonsense	0	nan	nan
CFAP44	missense	3	1945.4	0.7141702858297141
CFAP44	nonsense	0	nan	nan
CFAP45	missense	2	133.0	0.16395083604916397
CFAP45	nonsense	0	nan	nan
CFAP46	missense	15	1808.6	0.4767495232504767
CFAP46	nonsense	0	nan	nan
CFAP53	missense	2	553.0	0.561249438750561
CFAP53	nonsense	0	nan	nan
CFAP58	missense	3	683.2	0.504928495071505
CFAP58	nonsense	0	nan	nan
CFAP61	missense	3	197.1	0.04130395869604131
CFAP61	nonsense	0	nan	nan
CFHR4	missense	2	901.0	0.770990229009771
CFHR4	nonsense	0	nan	nan
CFTR	missense	4	1889.4	0.9655870344129656
CFTR	nonsense	0	nan	nan
CGAS	missense	2	413.0	0.5074834925165075
CGAS	nonsense	0	nan	nan
CHAC1	missense	2	81.0	0.21047678952321044
CHAC1	nonsense	0	nan	nan
CHADL	missense	2	397.0	0.3469006530993469
CHADL	nonsense	0	nan	nan
CHAF1B	missense	3	83.2	0.03580996419003582
CHAF1B	nonsense	0	nan	nan
CHAT	missense	2	990.0	0.708911291088709
CHAT	nonsense	0	nan	nan
CHD1L	missense	3	261.0	0.10478289521710478
CHD1L	nonsense	0	nan	nan
CHD1	missense	7	949.4	0.22049677950322047
CHD1	nonsense	0	nan	nan
CHD2	missense	13	410.8	2.2999977000023002e-05
CHD2	nonsense	0	nan	nan
CHD3	missense	47	519.5	1.010100999897969e-08
CHD3	nonsense	0	nan	nan
CHD4	missense	18	836.8	0.004844995155004843
CHD4	nonsense	0	nan	nan
CHD5	missense	7	807.5	0.062182937817062196
