symbol	dNdS_macaque	CODING_GERP	PROMOTER_GERP	glen	cancer_gene	PPI_DGR	PPI_BTWN	PPI_LLS2HI	median_fetalbrain_rpkm	relevant_go	pLI
HIST1H2BG	0	2.73	-0.65	381	FALSE	3	13.9139699936	0	1.21702	FALSE	4.8893e-07
HIST1H2BH	0.00677478957092999	3.13	-0.32	381	FALSE	NA	NA	NA	0	FALSE	3.8304e-06
HIST1H2BI	NA	3.17	-2.46	381	FALSE	807	9890.79296875	40	0	FALSE	0.0039846
HIST1H2BJ	0	2.96	-0.34	381	FALSE	1161	20348.84375	65	0	FALSE	0.031259
HIST1H2BK	0.0244865718799368	2.92	-0.65	381	FALSE	1059	21553.1796875	63	3.591334	FALSE	4.2884e-06
HIST1H3A	0	2.14	-0.41	411	FALSE	6	19431.7988281	0	0	FALSE	6.293e-07
HIST1H3B	0	3.51	-0.51	411	TRUE	NA	NA	NA	0	FALSE	1.4796e-05
HIST1H3C	0.000997277701409666	3.07	-0.31	411	FALSE	4	0	0	0	FALSE	0.26064
HIST1H3D	0	2.74	-1.06	411	FALSE	1373	26027.1289062	86	0	FALSE	0.00113
HIST1H3E	0	2.89	-0.27	411	FALSE	4	0	0	0	FALSE	1.4382e-06
HIST1H3G	0.00100323624595469	3.1	-0.05	411	FALSE	1	0	0	0	FALSE	1.1617e-06
HIST1H3H	0.00100667280257708	2.87	-0.12	411	FALSE	1310	26359.2675781	77	0	FALSE	0.0057387
HIST1H3I	0.00100376411543287	2.82	-0.57	411	FALSE	NA	NA	NA	0	FALSE	0.0084746
HIST1H4C	0.00100632176493356	2.35	-1.65	312	FALSE	1966	39426.109375	111	0	FALSE	0.00035964
HIST1H4E	0.000985221674876847	0.83	-0.68	312	TRUE	NA	NA	NA	0	FALSE	0.013453
HIST1H4G	0.0335919479974838	1.48	-1.46	297	FALSE	1910	33411.0859375	111	0	FALSE	0.013198
HIST1H4H	NA	2.33	-0.98	312	FALSE	1946	38151.5078125	112	0	FALSE	7.1537e-06
HIST1H4I	0	2.25	-0.28	312	FALSE	NA	NA	NA	0	FALSE	0.015809
HIST1H4J	0	2.29	-0.63	312	FALSE	1952	38431.1367188	111	0	FALSE	0.38683
HIST1H4K	0	2.44	-0.29	312	FALSE	NA	NA	NA	0	FALSE	0.0015737
HIST2H2AB	0	2.89	2.29	393	FALSE	865	9779.48046875	57	0	FALSE	0.61467
HIST2H2AC	0	2.86	0.06	390	FALSE	1674	38834.0898438	105	0	FALSE	0.18727
HIST3H2BB	0	2.55	-0.59	381	FALSE	2	0.275351524353	0	0	FALSE	5.1581e-05
HIST3H3	0.0268216361198033	1.72	-0.45	411	FALSE	1347	30007.5058594	71	0	FALSE	1.6542e-05
HIST4H4	0.00100765820233777	1.4	-1.42	312	FALSE	1965	56301.4179688	112	0	FALSE	0.022279
HIVEP1	0.435534591194969	1.55	1.13	8456	FALSE	569	12784.2744141	53	3.10431	TRUE	1
HIVEP2	0.143344709897611	3.04	1.68	7421	FALSE	510	8113.26269531	45	25.033601	FALSE	1
HIVEP3	0.18957345971564	2.53	3.42	7303	FALSE	579	10615.1289062	44	3.051658	TRUE	0.90584
HJURP	0.788249694002448	-0.95	-0.63	2375	FALSE	528	6445.85205078	16	0	FALSE	2.0485e-07
HJV	0.251196172248804	2.55	2.65	1313	FALSE	348	3533.0949707	12	0	TRUE	0.0042363
HK1	0.110697674418605	2.97	1.05	3338	FALSE	1449	21419.90625	41	42.593949	FALSE	0.91459
HK2	0.0420609884332282	3.08	0.75	3026	FALSE	1071	10592.9853516	41	1.462168	FALSE	0.0045893
HK3	0.204301075268817	2.33	0.49	3079	FALSE	984	18433.1132812	11	0	FALSE	5.599e-23
HKDC1	0.0409683426443203	2.85	0.86	3083	FALSE	701	10446.3095703	12	0	FALSE	1.6205e-14
HKR1	0.422564102564103	0.91	-0.65	2800	FALSE	212	1426.47790527	27	5.914495	FALSE	1.6877e-19
HLA-DOB	0.472760937166188	1.44	0.11	902	FALSE	439	5057.03564453	6	0	FALSE	1.9197e-06
HLA-DPA1	0.449826989619377	0.92	-0.08	833	FALSE	690	13130.0917969	13	0	FALSE	2.5e-06
HLA-DQA1	0.175738724727838	1.14	0.33	856	FALSE	988	27947.7597656	33	0	FALSE	0.023947
HLA-DQA2	0.515358361774744	0.96	0.12	816	FALSE	670	17104.8378906	22	0	FALSE	1.0089e-05
HLA-DQB1	0.1030846135089	1.25	-0.34	890	FALSE	960	21090.0957031	23	0	FALSE	0.0089259
HLA-E	0.577695348762765	0.47	-0.27	1173	FALSE	573	4048.44213867	9	7.983225	FALSE	0.036773
HLA-F	0.338729016786571	0.34	-0.12	1455	FALSE	391	4332.58691406	5	0	FALSE	3.276e-05
HLF	0	3.85	1.58	944	FALSE	405	3844.00610352	26	1.009802	FALSE	0.95215
HLTF	0.359148936170213	3.71	-0.82	3436	FALSE	1360	20845.9277344	87	9.301558	TRUE	1.8724e-28
HMBOX1	0.325524044389642	4.35	3.14	1693	FALSE	259	3411.15942383	5	1.97429	TRUE	0.99805
HMBS	0.103092783505155	3.51	-0.4	1296	FALSE	1125	21017.5898438	32	2.091849	FALSE	0.94884
HMCES	0.184615384615385	1.94	-0.74	1145	FALSE	209	1819.66137695	8	16.372517	FALSE	1.9468e-07
HMCN1	0.316856780735108	2.93	1.2	18604	FALSE	748	16378.7011719	26	0	FALSE	3.6259e-38
HMG20A	0.0372492836676218	4.08	0.92	1156	FALSE	652	15898.2304688	39	12.735195	TRUE	0.67769
HMG20B	0.0111278110081187	2.23	1.01	1392	FALSE	636	7086.68115234	37	3.334029	FALSE	0.69112
HMGB2	0.231315354980737	3.32	0.01	678	FALSE	1143	12353.9404297	57	8.92305	TRUE	0.95087
HMGCL	0.389391199517782	3.02	0.07	1106	FALSE	768	8235.12207031	13	1.259194	FALSE	2.5638e-06
HMGCR	0.11545988258317	3.46	1.23	2955	FALSE	1370	27873.4160156	43	48.768616	FALSE	0.99861
HMGCS2	0.301762114537445	2.49	0.24	1655	FALSE	938	15136.7822266	24	0	FALSE	4.3354e-14
HMGN2	0.507303590123161	4.45	3	353	FALSE	208	601.551025391	13	9.674652	FALSE	0.86341
HMGXB3	0.42174320524836	3.6	0.5	4167	FALSE	70	146.433914185	2	6.351891	FALSE	0.999
HMGXB4	0.106951871657754	2.71	2.14	1950	FALSE	266	2667.98120117	15	6.58977	FALSE	0.49435
HMX3	0.0185614849187935	3.09	2.3	1090	FALSE	428	2931.79638672	35	0	TRUE	0.91992
HNF1A	0.128801431127013	2.48	1.55	2549	TRUE	788	12938.7382812	54	2.760117	TRUE	0.96115
HNF1B	0.0670859538784067	4.06	3.72	1894	FALSE	3	0	1	0	TRUE	0.99976
HNF4A	0.0141791044776119	3.52	2.53	1799	FALSE	2021	64803.640625	140	0	TRUE	0.15285
HNF4G	0.0151324085750315	3.25	1.1	1482	FALSE	493	8206.17480469	23	0	TRUE	0.070708
HNMT	0.655861244019139	3.28	0.04	1185	FALSE	494	4016.78710938	47	1.573558	TRUE	0.019734
HNRNPA0	0	2.56	2.62	918	FALSE	1425	15994.9091797	44	141.091238	FALSE	0.91616
HNRNPA1	0.083743842364532	2.76	0.76	1355	FALSE	2125	46554.4609375	73	35.785735	FALSE	0.99911
HNRNPA2B1	0.0325814536340852	4.71	3.16	1222	FALSE	2028	42791.1679688	77	101.743034	FALSE	0.99732
HNRNPA3	0.589041095890411	3.54	2.63	1281	FALSE	1606	24216.8652344	59	36.111305	FALSE	0.99543
HNRNPAB	0.135483870967742	3.06	0.76	1097	FALSE	1665	22833.4550781	52	74.868826	TRUE	0.76526
HNRNPC	0	4.38	2.23	1101	FALSE	2109	44067.9765625	80	32.206032	FALSE	0.97772
HNRNPD	0	4.8	2.63	1220	FALSE	1714	33966.140625	62	29.584299	TRUE	0.99621
HNRNPDL	0.121951219512195	4.17	2.1	1359	FALSE	NA	NA	NA	64.139916	FALSE	0.077954
HNRNPF	0	2.61	0.57	1248	FALSE	920	10498.1240234	35	38.942289	FALSE	0.96415
HNRNPH1	0.58354114713217	4.41	0.46	1693	FALSE	1067	13508.1748047	45	35.0209	FALSE	0.99993
HNRNPK	0	4.5	1.59	1658	FALSE	1510	33895.0117188	66	60.751454	TRUE	0.99998
HNRNPL	NA	3.85	0.42	1962	FALSE	1297	20192.2167969	70	64.396082	TRUE	0.99685
HNRNPLL	0.229468599033816	4.27	1.79	1965	FALSE	345	1641.02258301	20	9.301251	FALSE	0.91907
HNRNPM	0.33743842364532	4.18	2.83	2437	FALSE	1251	19223.9609375	42	89.729196	FALSE	0.99999
HNRNPR	0.033175355450237	4.68	2.89	2055	FALSE	1079	12843.6894531	37	25.898431	FALSE	0.99935
HNRNPU	0.041958041958042	3.86	2.48	2708	FALSE	1334	29651.3339844	95	61.529914	FALSE	1
HNRNPUL1	0.266439909297052	3.52	1.32	2869	FALSE	773	13561.8828125	33	65.861592	FALSE	0.99999
HNRNPUL2	0.300970873786408	3.39	0.54	2452	FALSE	370	4653.15917969	17	46.684898	FALSE	0.99979
HOMER1	0.0927152317880795	4.43	0.81	1193	FALSE	780	8831.80175781	73	6.577977	TRUE	0.9992
HOMER2	0.0629011553273428	3.2	1.28	1219	FALSE	495	6911.12890625	38	2.3401	FALSE	0.0093921
HOMER3	0.0458204334365325	1.98	0.11	1214	FALSE	313	2514.97973633	17	8.114791	FALSE	0.95363
HOMEZ	0.422735346358792	3.41	1.54	1723	FALSE	176	1078.79748535	6	1.125504	FALSE	0.015814
HOOK1	0.156576200417537	3.76	0.18	2523	FALSE	341	6325.16748047	11	1.040786	FALSE	3.8686e-08
HOOK2	0.213344094700027	2.14	0.49	2630	FALSE	321	6186.29980469	15	3.919734	FALSE	4.6471e-18
HOOK3	0.184350132625995	3.96	2.17	2515	FALSE	302	3930.79760742	16	3.019725	FALSE	1
HORMAD1	0.273377337733773	3.29	-0.46	1430	FALSE	465	13629.7871094	20	0	FALSE	0.94885
HOXA1	0.0835820895522388	3.65	3.21	1024	FALSE	388	3845.85986328	33	0	TRUE	0.28514
HOXA11	0	4.25	5.32	958	FALSE	536	6713.86767578	62	0	TRUE	0.94342
HOXA13	0.00120192307692308	2.72	1.88	1183	FALSE	450	3771.27587891	58	0	TRUE	0.9551
HOXA3	0.0835030549898167	3.53	3.54	1348	FALSE	18	0.0677843391895	5	0	FALSE	0.9445
HOXA5	0.0482315112540193	4.74	5.52	829	FALSE	787	7997.93847656	99	0	TRUE	0.0029693
HOXA9	0.0408415841584158	3.89	4.72	835	FALSE	848	10098.7490234	86	0	TRUE	4.3591e-05
HOXB1	0.112058465286236	2.24	3.9	1044	FALSE	481	2949.01074219	48	0	TRUE	0.081766
HOXB13	0.0182992465016146	2.98	0.93	871	FALSE	408	4781.01025391	36	0	TRUE	3.6879e-08
HOXB2	NA	2.61	-0.49	1087	FALSE	511	5634.72070312	55	0	FALSE	0.00014636
HOXB3	NA	2.76	3.92	1706	TRUE	497	4630.75732422	51	0	TRUE	0.8917
HOXB5	0.0352422907488987	4.35	4.76	826	FALSE	477	4883.64599609	48	0	TRUE	0.69589
HOXB7	0.170320404721754	3.29	3.47	670	FALSE	600	7148.96386719	67	0	FALSE	0.00028382
HOXC10	0.136752136752137	3.31	3.43	1045	FALSE	347	3509.19677734	32	0	TRUE	0.17368
HOXC11	0.147058823529412	3.3	4.02	1155	FALSE	361	4689.65576172	28	0	TRUE	0.004059
HOXC12	0.09	2.29	1.62	865	FALSE	335	4040.43798828	20	0	FALSE	2.4299e-09
HOXC13	0.0325417766051011	2.58	1.29	1009	FALSE	497	8184.88183594	43	0	TRUE	0.42048
HOXC4	0	3.4	3.45	811	FALSE	19	0.0961512625217	4	0	FALSE	0.16846
HOXC9	0.0157563025210084	3.5	3.05	799	FALSE	425	3609.39135742	41	0	FALSE	0.012993
HOXD1	0.295495495495496	2.44	0.67	1003	FALSE	428	3597.52392578	35	0	FALSE	0.0031828
HOXD10	0.632420091324201	5.38	2.46	1039	FALSE	516	4529.40820312	64	0	TRUE	0.062918
HOXD11	NA	2.44	3.36	1033	FALSE	435	3761.11499023	54	0	TRUE	0.0011418
HOXD12	0.163138231631382	3.27	4.55	865	FALSE	352	4122.02050781	38	0	TRUE	0.00027657
HOXD3	0.0535714285714286	3.87	2.94	1315	FALSE	431	3653.71289062	38	0	TRUE	0.44051
HOXD4	0.255649717514124	3.24	0.27	784	FALSE	445	5516.40380859	46	0	FALSE	0.0054479
HOXD8	0.0809248554913295	3.2	2.21	891	FALSE	355	2576.12304688	45	0	TRUE	0.10544
HOXD9	0.104294478527607	3.01	0.06	1075	FALSE	479	5203.58349609	52	0	TRUE	0.017004
HPD	0.192700729927007	2.78	-0.62	1390	FALSE	583	7231.00830078	3	0	FALSE	0.00052764
HPDL	0.236141906873614	1.92	-1.27	1116	FALSE	259	1244.76062012	5	0	FALSE	2.2634e-05
HPN	0.0600558659217877	2.49	1.58	1430	FALSE	498	5715.04736328	6	0	TRUE	0.99911
HPRT1	0.271604938271605	3.85	-0.74	785	FALSE	2261	62383.53125	117	10.193671	FALSE	0.93728
HPS1	0.108647450110865	2.42	-0.5	2413	FALSE	105	343.750305176	5	5.387785	FALSE	1.3245e-07
HPS3	0.341040462427746	2.66	0.05	3271	FALSE	777	8439.32617188	25	2.504186	FALSE	2.9433e-21
HPS4	0.48844537815126	0.51	-0.97	2407	FALSE	220	1896.4786377	10	4.455216	FALSE	0.00013778
HPS5	0.18068343517201	3.02	-0.15	3949	FALSE	218	2623.44824219	9	1.149832	FALSE	1.8969e-13
HPS6	0.223170731707317	2.28	-0.47	2328	FALSE	378	5210.94140625	10	6.803128	FALSE	0.00027656
HPSE	0.527508090614887	2.23	-0.04	1808	FALSE	532	9582.62695312	18	0	FALSE	2.266e-14
HPSE2	0.0869565217391304	4.41	3.5	1997	FALSE	265	2868.16845703	13	0	FALSE	0.00015083
HPX	0.671945701357466	2.02	1.96	1533	FALSE	750	9030.66992188	9	0	FALSE	1.3005e-11
HR	0.431259044862518	2.36	2.39	3842	FALSE	202	1541.11376953	9	0	FALSE	7.438e-10
HRAS	0	1.92	0.2	689	TRUE	5374	476135.59375	252	28.128002	TRUE	0.079774
HRASLS	0.435185185185185	2.24	-1.65	870	FALSE	247	4265.89941406	6	2.034153	FALSE	0.00025029
HRC	0.634615384615385	0.56	0.63	2180	FALSE	501	8704.58105469	25	0	FALSE	9.9367e-09
HRG	0.7325	0.63	1.25	1674	FALSE	492	5216.05957031	2	0	FALSE	5.8888e-14
HRH3	0.0221441124780316	2.31	0.46	1414	FALSE	1124	14138.6171875	59	0	TRUE	0.04081
HRH4	0.384422110552764	0.9	0.64	1205	FALSE	411	3445.72021484	4	0	FALSE	5.2213e-08
HRK	NA	2.64	2.37	276	FALSE	230	1536.9050293	2	0	FALSE	0.36033
HS1BP3	0.265193370165746	1.21	0.45	1518	FALSE	108	487.886566162	3	0	FALSE	1.1873e-06
HS2ST1	0.0787878787878788	3.98	1.09	1452	FALSE	205	1368.42260742	9	4.628148	FALSE	0.54475
HS3ST1	0.0485021398002853	2.49	-0.79	924	FALSE	263	3023.86669922	9	1.614267	FALSE	0.0044305
HS3ST3A1	0.0731995277449823	2.97	-0.39	1237	FALSE	213	1751.07092285	5	0	FALSE	0.013565
HS3ST4	NA	2.58	1.38	1387	FALSE	559	6452.34375	30	20.257186	FALSE	0.79575
HS6ST1	0.0904545026739138	3.01	1.34	1252	FALSE	289	2676.30371094	19	20.878491	FALSE	0.92349
HS6ST2	0.240740740740741	3.49	0.91	2094	FALSE	373	7949.40478516	14	1.998901	FALSE	0.0010077
HS6ST3	0.0436046511627907	3.39	2.27	1432	FALSE	498	7634.91601562	23	2.264159	FALSE	0.99001
HSBP1	0.461602471806842	3.04	-0.14	263	FALSE	220	1650.96826172	3	114.89736	TRUE	0.23354
HSBP1L1	NA	1.46	-0.45	273	FALSE	24	52.0362434387	1	3.534173	FALSE	0.0478
HSD11B2	0.175	2.22	0.2	1282	FALSE	559	9369.1796875	18	0	FALSE	0.11777
HSD17B10	0.272164948453608	3.44	-0.64	866	FALSE	680	9666.08398438	19	35.739705	FALSE	0.93604
HSD17B14	0.161747343565525	1.27	-0.06	1000	FALSE	355	3915.296875	6	1.189604	FALSE	3.4303e-11
HSD17B3	0.304697986577181	1.43	-0.79	1093	FALSE	535	8794.09375	12	0	FALSE	8.4911e-07
HSD17B4	0.350451075641915	2.71	-0.48	2826	FALSE	741	11918.2431641	19	14.781789	FALSE	2.4175e-10
HSD17B6	0.754752851711027	0.99	-0.99	1002	FALSE	760	12457.8164062	25	0	FALSE	0.34807
HSD17B8	0.651651651651652	2.76	0.56	914	FALSE	739	14780.4248047	20	1.783131	FALSE	3.6923e-05
HSD3B1	0.207907293796864	0.77	-0.48	1160	FALSE	613	6718.37158203	25	0	FALSE	2.3984e-07
HSD3B2	0.127554615926709	0.92	-0.62	1151	FALSE	518	5041.41259766	17	0	FALSE	7.176e-08
HSDL2	0.294209702660407	3.4	-0.74	1417	FALSE	700	10534.7470703	23	7.279978	FALSE	5.1377e-05
HSF2	0.03690036900369	3.77	0.49	1803	FALSE	742	7250.83544922	38	15.850641	TRUE	0.97536
HSF2BP	0.160714285714286	2.58	-0.46	1134	FALSE	192	1662.5958252	6	1.010123	FALSE	2.5257e-16
HSF4	0.278099652375435	2.59	1.56	1695	FALSE	780	12039.0146484	50	0	TRUE	1.0632e-09
HSF5	0.553836633663366	3.66	1.81	1871	FALSE	489	6443.05224609	15	0	FALSE	0.98254
HSP90AA1	0.713062098501071	2.19	0.4	2765	FALSE	4087	209204.109375	163	195.680088	TRUE	0.86025
HSP90AB1	0.160732451678535	2.9	0.65	2335	FALSE	2597	75939.921875	113	334.355786	TRUE	0.99923
HSP90B1	0.0162481536189069	3.71	2.23	2684	FALSE	2224	53165.2734375	89	33.00956	FALSE	0.9972
HSPA12A	0.0242494226327945	3.72	0.27	2302	FALSE	1673	35849.5859375	51	7.307951	FALSE	0.98436
HSPA12B	0.0454967502321263	3.17	0.49	2237	FALSE	1341	20691.28125	30	1.678514	FALSE	0.00045299
HSPA13	0.0643044619422572	3.2	0.4	1480	FALSE	1534	28483.890625	31	32.058638	FALSE	0.016897
HSPA14	0.278145695364238	3.6	0.23	1957	FALSE	1841	35761.3867188	51	5.490413	FALSE	0.67359
HSPA1L	0.0587703435804702	2.63	-1.51	1926	FALSE	1764	47310.7070312	52	2.977501	FALSE	1.057e-06
HSPA2	NA	3.99	0.21	1920	FALSE	1672	33101.0625	57	1.602368	FALSE	0.048648
HSPA4	0.0454545454545455	3.88	1.17	2811	FALSE	3757	155995.640625	143	39.599821	FALSE	0.99954
HSPA4L	0.228690228690229	3.25	1.1	2954	FALSE	1407	26059.859375	42	2.057797	FALSE	6.9455e-07
HSPA5	0	3.59	1.1	2077	FALSE	2902	119528.851562	98	40.616512	FALSE	0.77341
HSPA9	0.0368421052631579	3.78	0.08	2296	FALSE	2385	66134.03125	68	30.97294	FALSE	0.96852
HSPB3	0.361204013377926	2.5	1.2	453	FALSE	1356	44002.5507812	66	0	FALSE	6.0944e-05
HSPB6	0.0308571428571429	2.23	1.38	603	FALSE	551	6256.25732422	18	0	FALSE	0.088703
HSPBP1	0.276928675400291	2.47	0.12	1178	FALSE	1223	18926.4316406	43	30.302419	FALSE	0.057208
HSPD1	0.361665536905495	3.2	0.55	2089	FALSE	2296	63066.1914062	57	25.945789	FALSE	0.99257
HSPE1	0.335302154064351	3.37	0.59	405	FALSE	1633	31726.9941406	24	11.269073	FALSE	0.80379
HSPG2	0.0801470588235294	1.96	0.94	15083	FALSE	1291	25825.0117188	56	0	TRUE	1.0376e-19
HSPH1	0.263104838709677	3.12	2.3	3007	FALSE	1448	20490.9960938	46	30.669975	FALSE	0.99822
HTATIP2	0.240993788819876	2.73	-0.82	1010	FALSE	545	5626.30566406	12	0	TRUE	5.3767e-13
HTATSF1	0.237911025145068	2.59	0	2397	FALSE	480	7868.78027344	23	43.966788	TRUE	0.9974
HTR1A	0.0621172353455818	2.6	0.75	1269	FALSE	1198	19125.7871094	74	3.770539	FALSE	0.19956
HTR1B	0.0931603773584906	3.26	0.43	1173	FALSE	668	6367.75048828	42	0	TRUE	0.18947
HTR1D	0.0880121396054628	2.76	0.69	1134	FALSE	486	3591.07397461	22	0	TRUE	0.00064061
HTR1F	0.164294954721863	3.45	1.45	1101	FALSE	420	3475.81738281	13	0	TRUE	0.0046656
HTR2A	0.0476947535771065	3.29	0.7	1616	FALSE	970	12298.5771484	68	0	TRUE	0.51124
HTR2B	0.212177121771218	3.24	1.95	1478	FALSE	459	3880.45483398	19	0	TRUE	2.6913e-10
HTR2C	0.122362869198312	2.61	1.41	1425	FALSE	879	10072.2402344	61	0	TRUE	0.037023
HTR3A	0.137762237762238	2.5	0.11	1693	FALSE	772	10064.6933594	53	0	TRUE	1.7499e-10
HTR3B	0.384724186704385	2.16	1.83	1473	FALSE	511	7230.10302734	29	0	TRUE	2.4797e-07
HTR3C	0.686797752808989	1.28	1.13	1472	FALSE	332	2963.75268555	15	0	FALSE	2.5562e-10
HTR3D	NA	1.03	0.56	1677	FALSE	336	2286.07421875	12	0	FALSE	5.0168e-08
HTR3E	0.233660017944648	0.92	-0.24	1681	FALSE	347	2701.77514648	12	0	FALSE	4.2286e-10
HTR4	0.304347826086956	3.82	0.96	2084	FALSE	351	1843.11914062	23	0	TRUE	0.024701
HTR5A	0.0651310563939635	2.45	0.53	1090	FALSE	1333	34379.1953125	64	0	TRUE	0.0062906
HTR6	0.0523906408952187	2.43	-0.26	1355	FALSE	347	2052.32470703	22	0	TRUE	0.00018524
HTR7	0.106060606060606	3.03	0.9	1605.333	FALSE	796	7214.64501953	59	0	TRUE	0.045409
HTRA2	0.125356125356125	2.67	2.32	1527	FALSE	1049	15762.8115234	28	15.081982	FALSE	0.0035755
HTT	0.315406976744186	2.63	1.08	10485	FALSE	1778	75242.6484375	107	7.080466	TRUE	1
HUNK	0.0535931790499391	2.41	1.55	2324	FALSE	1185	15556.4960938	51	5.040259	FALSE	0.99589
HUS1	0.053921568627451	2.11	0	955	FALSE	523	3794.87475586	14	2.742022	FALSE	3.0073e-05
HUWE1	0.0681114551083591	4.19	2.17	14405	FALSE	1768	52152.3789062	112	17.970591	FALSE	1
HYAL1	NA	2.03	0.97	1340	FALSE	373	5407.90136719	9	0	TRUE	0.00019112
HYAL2	0.103211009174312	2.38	0.79	1454	FALSE	314	3151.5925293	9	8.049779	TRUE	0.18682
HYAL3	0.436635944700461	2.17	-0.53	1296	FALSE	128	742.018554688	3	2.662709	FALSE	3.8292e-07
HYAL4	0.299107142857143	2.3	0.59	1478	FALSE	278	2473.33691406	6	0	FALSE	3.0998e-17
HYDIN	0.361129118162396	2.26	0.26	17050.33	FALSE	481	15472.9814453	15	0	FALSE	2.2706e-24
HYI	0.258064516129032	2.57	0.94	1143	FALSE	225	2200.19750977	1	10.173291	FALSE	2.2375e-14
HYKK	0.376785714285714	1.66	-0.9	1250	FALSE	252	2093.31274414	6	0	FALSE	7.3257e-06
HYOU1	0.255494505494505	3.11	2.5	3527	FALSE	NA	NA	NA	11.488707	FALSE	0.86105
HYPK	0	3.51	2	449	FALSE	527	7722.98925781	11	6.126233	FALSE	0.036644
IAH1	0.137130801687764	1.51	-0.46	841	FALSE	279	1351.95349121	5	7.91634	FALSE	0.0034427
IARS	0.171009771986971	3.09	-1.9	4394	FALSE	1406	18655	29	16.655545	FALSE	1.7339e-21
IARS2	0.257	2.56	-1.41	3391	FALSE	1042	9314.77246094	19	14.182281	FALSE	0.081336
IBSP	0.330472103004292	1.73	1.63	1034	FALSE	910	19457.9882812	66	0	FALSE	1.3519e-11
IBTK	0.409594095940959	3.56	1.44	4494	FALSE	566	7584.26904297	26	5.909129	FALSE	0.0022144
ICA1	0.165103189493433	3.06	1.18	1998	FALSE	448	8167.02001953	13	3.062542	FALSE	0.00099069
ICA1L	0.380228136882129	4.06	0.02	1634	FALSE	NA	NA	NA	5.044226	FALSE	0.00077913
ICAM1	0.479328939484721	-0.98	-0.27	1695	FALSE	1928	32347.7890625	53	0	FALSE	0.035295
ICAM2	0.597278911564626	-0.08	-1.24	878	FALSE	525	5007.89355469	6	3.026689	FALSE	0.00075003
ICAM3	0.502250225022502	-0.6	-0.79	1876	FALSE	524	3894.82714844	3	1.666623	FALSE	2.7302e-25
ICAM4	0.569263002218388	0.25	-0.04	953	FALSE	119	648.290222168	0	0	FALSE	1.2077e-06
ICAM5	0.0613446552748366	2.11	1.49	2935	FALSE	373	2660.27514648	21	0	FALSE	0.002139
ICE1	0.366984993178718	-0.22	0.78	7089	FALSE	274	1920.35668945	9	7.273107	FALSE	1
ICE2	0.169059011164274	3.47	-0.51	3200	FALSE	324	3167.32495117	14	1.268988	FALSE	1.3236e-13
ICK	0.388123011664899	3.27	2.32	2091	FALSE	511	11390.8193359	25	9.910973	FALSE	1.3376e-05
ICOSLG	0.27172195892575	-0.38	-0.63	1561	FALSE	393	1448.25744629	10	0	FALSE	0.00035482
ID3	0.0438699569134352	3.73	3.22	376	FALSE	670	5118.90087891	60	3.873654	TRUE	0.72177
ID4	0	1.95	0.53	502	FALSE	582	5515.0234375	58	22.547583	TRUE	0.031243
IDE	0.0519230769230769	4.03	1.14	3508	FALSE	818	10063.1582031	31	1.984975	FALSE	0.0066309
IDH2	0.0173357664233577	3.33	-0.23	1519	TRUE	1258	15036.2011719	83	44.455208	FALSE	0.88271
IDH3B	0.102453102453102	3.25	-0.67	1423	FALSE	957	11016.6679688	23	29.948107	FALSE	2.9929e-11
IDH3G	0.248288736776602	3.26	1.06	1544	FALSE	906	12727.5253906	28	28.153682	FALSE	0.085247
IDI1	0.20078125	2.16	-0.4	1066	FALSE	456	4377.57666016	19	28.31044	FALSE	3.9769e-05
IDI2	NA	-0.91	-0.01	732	FALSE	272	2935.96704102	7	2.452905	FALSE	2.3124e-09
IDO1	0.616891064871481	0.83	-0.83	1358	FALSE	799	6506.89257812	20	0	FALSE	3.3013e-06
IDO2	0.607344632768362	1.97	-0.06	1423	FALSE	263	2591.0246582	3	0	FALSE	3.1422e-09
IDS	0.338645418326693	2.42	-0.67	2005	FALSE	290	3117.32006836	16	37.287555	FALSE	0.9964
IDUA	0.178986272439282	1.66	-0.33	2569	FALSE	338	5038.25976562	12	1.23174	FALSE	3.7599e-13
IER3	0.409937888198758	1.39	-0.63	599	FALSE	468	6615.08251953	9	4.509424	FALSE	0.63122
IER3IP1	0.0881846365828453	3.99	-0.41	281	FALSE	309	2751.77441406	11	13.325744	FALSE	0.023402
IER5L	NA	2.32	2.14	1215	FALSE	180	1891.95361328	2	8.29532	FALSE	0.55377
IFFO1	0.197464976651101	2.89	1.74	1838	FALSE	4	0.447118163109	0	2.918771	FALSE	0.00013393
IFFO2	0	3.09	1.38	1682	FALSE	103	640.188476562	3	2.503878	FALSE	0.72617
IFI30	0.35264598540146	0.08	-0.83	849	FALSE	598	10372.2060547	7	0	FALSE	2.9645e-08
IFI35	0.35864406779661	1.26	-0.52	965	FALSE	505	5883.74609375	8	0	FALSE	4.2821e-07
IFI44	1.08445945945946	0.28	-0.14	1573	FALSE	400	4122.203125	1	2.015858	FALSE	1.9433e-15
IFI44L	0.59349593495935	-0.57	-0.35	1524	FALSE	398	6651.03369141	2	0	FALSE	1.3464e-12
IFI6	0.24491392801252	0.17	0.56	465	FALSE	310	3441.58764648	7	10.625167	FALSE	0.013731
IFIH1	0.130671506352087	1.95	-1.53	3362	FALSE	1287	38156.4179688	38	0	FALSE	6.9819e-44
IFIT1	0.768595041322314	0.68	-0.14	1453	FALSE	1158	17858.453125	35	0	FALSE	0.00027793
