ensembl_transcript_enst	ensembl_transcript_version	hgnc_symbol	obs_missense	exp_missense	overall_chisq	n_regions	ensembl_gene_id
ENST00000353479	5	COL17A1	591	516.909647939	10.6196127125	1	ENSG00000065618
ENST00000353487	2	SPPL3	50	124.537774627	44.612005177	1	ENSG00000157837
ENST00000353533	5	MAP2K4	38	114.487275201	51.1000306141	1	ENSG00000065559
ENST00000353546	3	ARFGAP1	164	156.386576114	0.370647051105	1	ENSG00000101199
ENST00000353609	3	FOSB	86	158.432284233	33.1146888693	1	ENSG00000125740
ENST00000353704	2	CREB3	123	117.843535807	0.225630729674	1	ENSG00000107175
ENST00000353904	2	ZMYM3	149	290.335277363	68.8020443424	2	ENSG00000147130
ENST00000353963	3	SLC23A1	156	201.496225484	10.2726814276	3	ENSG00000170482
ENST00000354024	3	RASGRP2	197	234.051129992	5.86532623771	1	ENSG00000068831
ENST00000354042	4	SLC13A4	145	208.977260629	19.5862930985	1	ENSG00000164707
ENST00000354059	4	CCL15	38	33.523051816	0.597889033263	1	ENSG00000275718
ENST00000354105	4	CWF19L1	159	161.146157142	0.0285826889057	1	ENSG00000095485
ENST00000354161	3	SLC12A9	272	410.873006772	46.9383768025	1	ENSG00000146828
ENST00000354171	8	GPX4	93	86.6155446426	0.470599941143	1	ENSG00000167468
ENST00000354181	3	SLC12A6	258	396.453385592	48.3520652831	2	ENSG00000140199
ENST00000354185	4	DDX21	190	249.774334937	14.3047968403	2	ENSG00000165732
ENST00000354190	5	PLEKHB1	106	107.998396673	0.0369782273053	1	ENSG00000021300
ENST00000354193	4	SVIP	25	23.7616760118	0.0645344334706	1	ENSG00000198168
ENST00000354200	4	TBC1D20	111	131.290207146	3.13574420343	1	ENSG00000125875
ENST00000354209	3	PRKAA1	106	175.290280257	27.3896700436	3	ENSG00000132356
ENST00000354212	4	MAGI2	396	548.600352528	42.4477809474	3	ENSG00000187391
ENST00000354216	6	UCKL1	168	256.523965685	30.5487734049	2	ENSG00000198276
ENST00000354219	1	REG4	55	50.3565588825	0.428177498432	1	ENSG00000134193
ENST00000354221	4	DUSP19	74	64.1140305747	1.52435263548	1	ENSG00000162999
ENST00000354232	4	ETFB	119	125.381486703	0.32479573825	1	ENSG00000105379
ENST00000354250	2	NDUFV3	172	155.255207161	1.80598185614	1	ENSG00000160194
ENST00000354258	4	TAP1	196	292.161619911	31.6504856002	1	ENSG00000168394
ENST00000354283	4	DDX46	113	323.798457606	137.23348177	3	ENSG00000145833
ENST00000354287	4	FBXO2	98	117.342148821	3.18827228565	1	ENSG00000116661
ENST00000354297	4	BPIFA1	99	75.811822037	7.09245052815	1	ENSG00000198183
ENST00000354300	3	PPTC7	33	107.250210393	51.404036628	1	ENSG00000196850
ENST00000354308	3	SYT5	113	145.541231731	7.27581971087	2	ENSG00000129990
ENST00000354321	7	DUS1L	173	211.280805355	6.93588826562	2	ENSG00000169718
ENST00000354323	2	HRCT1	76	58.9247769439	4.94805848296	1	ENSG00000196196
ENST00000354336	3	CRKL	58	130.168934107	40.0122739414	1	ENSG00000099942
ENST00000354366	3	NRDE2	436	380.075865817	8.22864345089	1	ENSG00000119720
ENST00000354371	2	COPS8	58	66.3364605563	1.04763766449	1	ENSG00000198612
ENST00000354377	3	ZNF774	186	152.895074446	7.16789667625	1	ENSG00000196391
ENST00000354386	6	KIAA0586	457	344.292996931	36.8955182182	1	ENSG00000100578
ENST00000354402	5	APBB3	169	187.064879156	1.74452767607	1	ENSG00000113108
ENST00000354410	5	MEF2A	107	118.488681913	1.11394447101	2	ENSG00000068305
ENST00000354431	4	LRRIQ3	244	152.549109137	54.8234302185	1	ENSG00000162620
ENST00000354449	3	ATG7	200	224.797123823	2.73534349299	1	ENSG00000197548
ENST00000354464	6	IPO4	366	393.649896525	1.94212366005	1	ENSG00000196497
ENST00000354473	4	VPS72	115	161.123511031	13.2034006473	1	ENSG00000163159
ENST00000354475	4	WDR91	248	286.865934496	5.265738042	1	ENSG00000105875
ENST00000354484	4	ADAMTSL2	99	130.856485209	7.7553332435	1	ENSG00000197859
ENST00000354488	3	DDRGK1	117	124.071463748	0.403038684506	1	ENSG00000198171
ENST00000354513	5	PDGFA	63	81.9883088026	4.39764981675	1	ENSG00000197461
ENST00000354534	6	SCN8A	246	647.390441365	248.86726174	3	ENSG00000196876
ENST00000354536	5	SMOC2	179	174.886776116	0.0967403659379	1	ENSG00000112562
ENST00000354546	5	ANXA6	260	229.352313752	4.09536165997	1	ENSG00000197043
ENST00000354552	3	FILIP1L	369	319.230568801	7.75927033312	1	ENSG00000168386
ENST00000354565	2	OR5H1	78	85.9584646528	0.736834468666	1	ENSG00000231192
ENST00000354566	3	SYTL2	480	343.08032153	54.6431758853	1	ENSG00000137501
ENST00000354567	2	AK5	133	184.570736832	14.4093313113	1	ENSG00000154027
ENST00000354586	4	STYX	51	65.0112756582	3.01971994214	1	ENSG00000198252
ENST00000354597	3	OR8B3	58	85.5730682939	8.88450198521	1	ENSG00000284609
ENST00000354611	4	TYW5	107	88.5031779798	3.86576428844	1	ENSG00000162971
ENST00000354618	5	THRAP3	271	361.705376051	22.7463172774	1	ENSG00000054118
ENST00000354624	5	HKDC1	384	372.433855475	0.359193175367	1	ENSG00000156510
ENST00000354638	3	OCA2	356	323.80795319	3.20043985215	1	ENSG00000104044
ENST00000354650	3	FYN	67	192.702174666	81.9971894094	1	ENSG00000010810
ENST00000354666	3	ELOVL2	104	99.8668314174	0.171058621664	1	ENSG00000197977
ENST00000354667	4	HNRNPA2B1	41	108.440673826	41.9422374064	1	ENSG00000122566
ENST00000354670	4	BMF	62	56.0776026489	0.625468791945	1	ENSG00000104081
ENST00000354694	7	PES1	213	234.159307008	1.91201570748	1	ENSG00000100029
ENST00000354698	3	ZNF589	111	107.953695659	0.0859625053273	1	ENSG00000164048
ENST00000354700	5	ACAP3	224	285.154233008	13.1151488629	1	ENSG00000131584
ENST00000354725	3	SND1	224	353.938160771	47.7030382589	1	ENSG00000197157
ENST00000354728	4	UGT1A9	220	185.4448285	6.43889553074	1	ENSG00000241119
ENST00000354757	3	PCDHB11	311	334.700690551	1.6782837576	1	ENSG00000197479
ENST00000354760	3	CRYBA4	75	86.4906466521	1.52658079914	1	ENSG00000196431
ENST00000354764	4	PGAP1	246	255.024173134	0.319325418236	1	ENSG00000197121
ENST00000354775	4	ALDH9A1	188	182.891346665	0.142698598794	1	ENSG00000143149
ENST00000354777	2	WLS	192	196.677693605	0.111252156068	1	ENSG00000116729
ENST00000354785	4	FN1	769	852.00259183	8.08616114141	1	ENSG00000115414
ENST00000354817	3	FAR1	74	160.646026854	46.7333933904	1	ENSG00000197601
ENST00000354828	3	GABPA	40	140.471619854	71.8618209617	1	ENSG00000154727
ENST00000354841	4	FMO1	166	156.737052964	0.547427593956	1	ENSG00000010932
ENST00000354858	6	AK2	82	84.4467453808	0.0708915770724	1	ENSG00000004455
ENST00000354882	5	TMEM205	67	71.2013750287	0.247910270342	1	ENSG00000105518
ENST00000354883	6	SLC25A26	65	50.4242421949	4.21330507598	1	ENSG00000144741
ENST00000354886	2	SLC38A6	154	113.582993747	14.381857183	1	ENSG00000139974
ENST00000354891	3	EGFLAM	398	362.898067693	3.39529405465	1	ENSG00000164318
ENST00000354905	2	TMEM207	59	44.3670844239	4.82615031023	1	ENSG00000198398
ENST00000354911	4	WAC	149	193.623129551	10.2840176972	1	ENSG00000095787
ENST00000354914	3	SCARA5	189	209.514435358	2.00865423596	1	ENSG00000168079
ENST00000354919	6	SUV39H2	54	116.296866434	33.3706288615	1	ENSG00000152455
ENST00000354924	2	OR5K4	135	91.7784592983	20.354466559	1	ENSG00000196098
ENST00000354947	5	PIP4K2C	124	160.327698091	8.23127671829	1	ENSG00000166908
ENST00000354952	2	PLSCR4	114	100.857059061	1.71269019863	1	ENSG00000114698
ENST00000354955	4	FMOD	170	143.940753042	4.71780463594	1	ENSG00000122176
ENST00000354957	3	ZNF649	149	148.560422035	0.00130067473326	1	ENSG00000198093
ENST00000354959	4	ZNF43	265	204.766561561	17.7180643098	1	ENSG00000198521
ENST00000354960	3	PDE5A	218	258.700602729	6.40330577148	1	ENSG00000138735
ENST00000354968	1	MYL4	73	72.1410341877	0.0102274977751	1	ENSG00000198336
ENST00000355029	4	NET1	185	208.235091739	2.59259610663	1	ENSG00000173848
ENST00000355044	3	ATRNL1	371	397.741883914	1.79797095602	1	ENSG00000107518
ENST00000355045	2	SPATA31A7	1	10.2181746318	8.31603946935	1	ENSG00000276040
ENST00000355058	3	NUMB	179	226.679310116	10.0287785945	2	ENSG00000133961
ENST00000355067	3	HSPB9	56	78.1587317538	6.28220778305	1	ENSG00000260325
ENST00000355072	5	HTT	884	1049.2069189	26.0132920977	3	ENSG00000197386
ENST00000355076	6	KCTD6	36	83.7890089844	27.2564314508	1	ENSG00000168301
ENST00000355085	3	C5AR1	157	154.232292986	0.0496666551991	1	ENSG00000197405
ENST00000355086	3	SRGAP1	309	361.245701019	7.55611282638	2	ENSG00000196935
ENST00000355091	4	GPAA1	215	254.757781213	6.204643326	1	ENSG00000197858
ENST00000355097	2	ENTPD2	193	164.518715253	4.93064621607	1	ENSG00000054179
ENST00000355105	3	GPBP1L1	164	151.786492888	0.982760409986	1	ENSG00000159592
ENST00000355112	3	BLM	443	402.304548593	4.11658225353	1	ENSG00000197299
ENST00000355123	4	ITSN2	536	528.069153109	0.119110029512	1	ENSG00000198399
ENST00000355151	5	MRPL52	37	45.0524808815	1.43926476585	1	ENSG00000172590
ENST00000355190	3	C6orf89	113	112.922938715	5.25884436945e-05	1	ENSG00000198663
ENST00000355192	3	MSRB3	49	64.627156451	3.77872139443	1	ENSG00000174099
ENST00000355202	4	ZNF607	247	207.496910744	7.5205652708	1	ENSG00000198182
ENST00000355209	4	POLR3H	86	82.5802650332	0.141614794269	1	ENSG00000100413
ENST00000355220	5	MAGEA11	73	80.523928634	0.70301465725	1	ENSG00000185247
ENST00000355237	2	OCLN	103	139.37770763	9.49461456153	2	ENSG00000197822
ENST00000355264	4	AP3M1	108	133.386478254	4.83162376415	1	ENSG00000185009
ENST00000355265	2	KEL	299	258.149966159	6.46416999242	1	ENSG00000197993
ENST00000355272	6	AP3D1	402	480.604791707	12.8561208416	2	ENSG00000065000
ENST00000355273	2	OR5H2	115	85.8171222384	9.92389784505	1	ENSG00000197938
ENST00000355280	6	MINK1	277	445.853570803	63.9481889125	3	ENSG00000141503
ENST00000355285	5	APCDD1	189	218.26353166	3.92348771546	1	ENSG00000154856
ENST00000355294	4	RASSF5	108	153.051045725	13.2609137775	1	ENSG00000266094
ENST00000355295	4	TDRD7	324	322.604421033	0.00603724104566	1	ENSG00000196116
ENST00000355300	6	LINGO1	156	296.82090534	66.8097395569	1	ENSG00000169783
ENST00000355303	5	ANO1	282	368.085537347	20.1331456643	1	ENSG00000131620
ENST00000355312	3	GIT2	196	276.571233169	23.4721577512	1	ENSG00000139436
ENST00000355327	3	THSD4	387	364.989044843	1.32738818812	1	ENSG00000187720
ENST00000355329	3	MORN3	96	94.8857021545	0.0130858460257	1	ENSG00000139714
ENST00000355341	4	ZFYVE19	177	172.448378933	0.120135976164	1	ENSG00000166140
ENST00000355349	3	MYH7	420	797.333943986	178.571232741	4	ENSG00000092054
ENST00000355377	2	SYT17	165	192.111304396	3.82602589863	1	ENSG00000103528
ENST00000355387	2	RNF220	130	228.468084711	42.4390291492	1	ENSG00000187147
ENST00000355413	4	AGK	120	125.493037863	0.240439354107	1	ENSG00000006530
ENST00000355417	2	CCDC69	124	98.0244867355	6.88325245891	1	ENSG00000198624
ENST00000355422	6	GFRA1	138	178.297328361	9.10767810116	1	ENSG00000151892
ENST00000355431	3	ARID4A	338	340.287463464	0.0153766731353	2	ENSG00000032219
ENST00000355451	7	NUDCD3	115	125.63873894	0.900858821002	1	ENSG00000015676
ENST00000355459	2	KRTAP13-1	51	53.6908059439	0.134854310719	1	ENSG00000198390
ENST00000355467	4	ZNF512	124	182.194024231	18.5875715215	1	ENSG00000243943
ENST00000355480	5	COL18A1	672	589.289198457	11.609031202	1	ENSG00000182871
ENST00000355485	2	VANGL1	221	207.577303747	0.86795989465	1	ENSG00000173218
ENST00000355497	5	LMX1B	99	174.52227537	32.6812956398	1	ENSG00000136944
ENST00000355502	3	PDE4C	225	282.420145292	11.6743551774	1	ENSG00000105650
ENST00000355520	5	OPHN1	106	166.008337057	21.6916847681	2	ENSG00000079482
ENST00000355524	3	FCAR	116	99.4225157403	2.76409204025	1	ENSG00000186431
ENST00000355526	4	DPF1	74	161.70521475	47.5693050854	1	ENSG00000011332
ENST00000355527	3	DHCR7	221	209.560635919	0.624444805645	1	ENSG00000172893
ENST00000355528	4	TBCD	372	428.871347444	7.54153939013	1	ENSG00000141556
ENST00000355530	2	SPNS3	224	214.293210951	0.4396861348	1	ENSG00000182557
ENST00000355537	3	ZNF536	416	576.529077713	44.6978058654	2	ENSG00000198597
ENST00000355547	5	PDZD3	176	169.058956197	0.284978034629	1	ENSG00000172367
ENST00000355552	3	TPRA1	123	140.794286588	2.24893099617	1	ENSG00000163870
ENST00000355556	2	HTR3A	224	200.480448245	2.75921826596	1	ENSG00000166736
ENST00000355557	2	ZNF140	81	106.936290805	6.2905789576	1	ENSG00000196387
ENST00000355568	4	NEK5	233	200.827005683	5.15419507364	1	ENSG00000197168
ENST00000355585	4	SYNJ2	553	570.570792026	0.541094526262	1	ENSG00000078269
ENST00000355594	4	ANKRD35	348	370.433029315	1.35852033815	1	ENSG00000198483
ENST00000355610	4	MORC4	159	193.573685418	6.17511476714	1	ENSG00000133131
ENST00000355612	2	KRT39	179	170.088620109	0.46689009238	1	ENSG00000196859
ENST00000355619	5	FBXL3	64	132.332214207	35.2846170256	1	ENSG00000005812
ENST00000355621	3	UBE2H	9	65.3625637615	48.6018052376	1	ENSG00000186591
ENST00000355622	6	TLR4	248	224.165749564	2.53415829561	1	ENSG00000136869
ENST00000355624	3	RAB11FIP2	144	147.012934571	0.0617481363323	2	ENSG00000107560
ENST00000355634	5	SORBS2	404	420.042266843	0.61268673602	1	ENSG00000154556
ENST00000355653	3	VAT1	116	157.39608596	10.8874113505	1	ENSG00000108828
ENST00000355661	3	PLEKHA7	429	441.440014313	0.350566217608	1	ENSG00000166689
ENST00000355673	3	MBD6	414	345.188479424	13.7172172487	1	ENSG00000166987
ENST00000355689	5	TTC30A	187	225.019738968	6.42388333499	1	ENSG00000197557
ENST00000355690	4	CLEC12A	92	67.1374151973	9.20720765397	1	ENSG00000172322
ENST00000355693	4	COA4	35	34.5590634495	0.00562587703894	1	ENSG00000181924
ENST00000355697	2	SFXN4	98	118.382339168	3.50930512854	1	ENSG00000183605
ENST00000355710	3	RET	391	469.56343541	13.1445783848	2	ENSG00000165731
ENST00000355716	4	TNFRSF14	108	107.080285113	0.00789945108145	1	ENSG00000157873
ENST00000355728	2	OR2T6	112	100.968563024	1.20525238849	1	ENSG00000198104
ENST00000355739	4	ERCC5	407	382.846606497	1.5238124299	1	ENSG00000134899
ENST00000355740	2	FAS	87	92.5514030724	0.332983348167	1	ENSG00000026103
ENST00000355749	2	NDUFA5	40	34.0444851128	1.04181800528	1	ENSG00000128609
ENST00000355754	6	GBP4	205	193.285600797	0.709970883148	1	ENSG00000162654
ENST00000355765	6	PRPF39	111	150.872884749	10.537658512	1	ENSG00000185246
ENST00000355773	5	SLC17A5	146	149.012187323	0.0608894657037	1	ENSG00000119899
ENST00000355774	2	MLH3	459	423.669786745	2.94621898392	1	ENSG00000119684
ENST00000355784	2	OR11L1	132	103.467410388	7.86826177355	1	ENSG00000197591
ENST00000355790	4	LRRC20	81	84.0850715885	0.11319092113	1	ENSG00000172731
ENST00000355797	3	MXRA7	38	35.172798778	0.227251371148	1	ENSG00000182534
ENST00000355801	4	COMMD6	44	33.9023326304	3.00754781147	1	ENSG00000188243
ENST00000355803	4	UBE2I	5	59.3074823465	49.7290143187	1	ENSG00000103275
ENST00000355810	4	ART3	126	101.876224863	5.71238802433	1	ENSG00000156219
ENST00000355815	4	SREBF1	358	415.635578589	7.99224149817	1	ENSG00000072310
ENST00000355819	1	CLEC9A	75	71.962075706	0.128247885095	1	ENSG00000197992
ENST00000355832	5	ERCC6	510	471.884472543	3.078705738	1	ENSG00000225830
ENST00000355841	2	PDLIM7	169	178.445744161	0.499995576635	1	ENSG00000196923
ENST00000355848	3	C1D	41	31.7589783312	2.68889258948	1	ENSG00000197223
ENST00000355849	5	KHDRBS3	97	112.067519012	2.02583345461	2	ENSG00000131773
ENST00000355854	4	CAB39L	101	99.5586779917	0.0208661783539	1	ENSG00000102547
ENST00000355868	3	WDR88	155	172.657644436	1.80584189048	1	ENSG00000166359
ENST00000355870	3	STK31	323	276.952364615	7.65613511741	1	ENSG00000196335
ENST00000355897	5	GPR160	94	85.5519729532	0.834219931111	1	ENSG00000173890
ENST00000355904	4	GTF2E2	82	90.7256021188	0.839191259777	1	ENSG00000197265
ENST00000355905	2	NLGN4Y	41	57.619392688	4.79359813482	1	ENSG00000165246
ENST00000355906	5	HP	103	111.591308384	0.661436637158	1	ENSG00000257017
ENST00000355943	3	SLC25A46	144	123.116236693	3.54243746851	1	ENSG00000164209
ENST00000355946	2	SH3PXD2A	367	445.39153431	13.7973719258	1	ENSG00000107957
ENST00000355947	2	TRIM4	153	160.484737555	0.349075539014	1	ENSG00000146833
ENST00000355962	4	TAT	134	148.003829845	1.32501470079	1	ENSG00000198650
ENST00000355999	4	STK39	94	162.896423541	29.1394806192	2	ENSG00000198648
ENST00000356017	4	TRIM13	123	114.399612246	0.646563987945	1	ENSG00000204977
ENST00000356018	2	BTG4	71	71.8881942302	0.0109738323371	1	ENSG00000137707
ENST00000356031	3	SPEF2	654	517.206908906	36.179620668	1	ENSG00000152582
ENST00000356056	5	MYO9A	764	776.315141761	0.195362306409	2	ENSG00000066933
ENST00000356069	2	OR52R1	111	101.113930434	0.966576722326	1	ENSG00000279270
ENST00000356079	4	CYP20A1	141	131.829164712	0.637978857466	1	ENSG00000119004
ENST00000356080	4	ADD3	229	211.543977657	1.44042255143	1	ENSG00000148700
ENST00000356083	3	COL27A1	708	720.401578619	0.213490859561	3	ENSG00000196739
ENST00000356091	6	NPEPL1	160	169.150417236	0.495004014556	1	ENSG00000215440
ENST00000356109	5	ZNF44	209	179.46844924	4.85941954693	1	ENSG00000197857
ENST00000356113	6	LIPC	221	194.838667603	3.51272835736	1	ENSG00000166035
ENST00000356116	1	ACSL5	237	235.766867733	0.00644965598001	1	ENSG00000197142
ENST00000356126	3	PSMD12	88	148.382664752	24.5720496304	1	ENSG00000197170
ENST00000356130	3	OR8B4	81	85.4823576818	0.235037157757	1	ENSG00000280090
ENST00000356136	3	UVRAG	188	214.910501627	3.36965896188	1	ENSG00000198382
ENST00000356140	5	ACMSD	127	112.0425478	1.99678944027	1	ENSG00000153086
ENST00000356141	4	NPAS3	214	394.665501352	82.7030061329	1	ENSG00000151322
ENST00000356142	4	RAC1	15	75.8575861867	48.823670547	3	ENSG00000136238
ENST00000356150	5	SH3YL1	86	76.912599174	1.07369734816	1	ENSG00000035115
ENST00000356151	2	PXK	152	170.687617787	2.04600112817	1	ENSG00000168297
ENST00000356166	6	FBRS	139	182.361870212	10.3105533306	2	ENSG00000156860
ENST00000356173	3	SUN5	125	124.571762886	0.00147213960721	1	ENSG00000167098
ENST00000356183	4	GTF3C1	625	856.069671062	62.3701489373	2	ENSG00000077235
ENST00000356189	5	ACBD7	33	27.6028684187	1.05528993811	1	ENSG00000176244
ENST00000356192	6	GJB6	101	92.5697793529	0.767730253384	1	ENSG00000121742
ENST00000356198	2	CENPL	95	89.1256190452	0.387187791481	1	ENSG00000120334
ENST00000356208	5	RBM38	81	110.426521796	7.84159612125	2	ENSG00000132819
ENST00000356231	3	CDAN1	426	434.29012573	0.158249475518	2	ENSG00000140326
ENST00000356232	4	UBA5	105	112.281337498	0.472187782437	1	ENSG00000081307
ENST00000356239	3	AKAP9	1180	1002.20954849	31.5397560272	1	ENSG00000127914
ENST00000356257	4	ZFYVE27	136	156.720465538	2.73951261343	1	ENSG00000155256
ENST00000356260	5	SDAD1	242	206.450674114	6.12133903838	1	ENSG00000198301
ENST00000356264	2	AMPH	212	231.735253266	1.68071200207	2	ENSG00000078053
ENST00000356286	5	RBCK1	150	195.636720057	10.6458042078	1	ENSG00000125826
ENST00000356291	2	TMPRSS11F	143	124.80434113	2.65280837768	1	ENSG00000198092
ENST00000356297	4	PXDNL	539	506.188168314	2.12690925231	1	ENSG00000147485
ENST00000356298	5	SIGLEC10	231	258.706855503	2.96733474787	1	ENSG00000142512
ENST00000356321	4	ZNF770	194	183.244217005	0.631326159889	1	ENSG00000198146
ENST00000356352	2	UPF2	264	386.402436417	38.7739699051	2	ENSG00000151461
ENST00000356357	4	AREL1	241	293.459898094	9.37791134642	1	ENSG00000119682
ENST00000356362	2	PUS7	191	202.832660036	0.690282538806	1	ENSG00000091127
ENST00000356386	2	BTN3A2	71	108.215927682	12.7987192172	2	ENSG00000186470
ENST00000356387	2	ORAI2	68	123.328572775	24.8219118771	1	ENSG00000160991
ENST00000356388	4	SPRED2	147	212.036290736	19.9480904804	2	ENSG00000198369
ENST00000356401	4	ARIH2	72	175.237631532	60.8203185082	2	ENSG00000177479
ENST00000356404	3	PITPNM1	361	561.802545174	71.7719463797	2	ENSG00000110697
ENST00000356406	5	ACOX3	307	281.301455039	2.34771346284	1	ENSG00000087008
ENST00000356421	2	AFF3	385	479.993501927	18.799765772	3	ENSG00000144218
ENST00000356443	4	MYOM1	598	580.873329707	0.504968674447	1	ENSG00000101605
ENST00000356448	4	ARHGEF26	313	280.903805616	3.6673255161	1	ENSG00000114790
ENST00000356455	4	UBE2C	49	54.4720066144	0.549692553092	1	ENSG00000175063
ENST00000356458	6	EML6	9	9.04430915211	0.000217075834986	1	ENSG00000214595
ENST00000356463	3	WDR45	57	89.6797083549	11.908639733	1	ENSG00000196998
ENST00000356464	5	RPS26	10	59.562998819	41.2418934681	1	ENSG00000197728
ENST00000356467	4	FAM168A	59	86.6078699955	8.80052223578	1	ENSG00000054965
ENST00000356493	5	STOML2	82	155.520180889	34.7557273087	1	ENSG00000165283
ENST00000356495	4	PIGR	241	281.871682951	5.92643592196	1	ENSG00000162896
ENST00000356517	3	AADACL2	136	118.192569729	2.68294845931	1	ENSG00000197953
ENST00000356518	2	ADAM33	254	279.422246825	2.31295339205	3	ENSG00000149451
ENST00000356526	2	OR5H15	101	83.3450665618	3.73983353264	1	ENSG00000233412
ENST00000356537	4	CCDC25	44	61.6763055499	5.06599374116	1	ENSG00000147419
ENST00000356545	2	RSPO1	99	111.963400523	1.50093470124	1	ENSG00000169218
ENST00000356554	3	MAN1A2	121	194.962938399	28.0592624503	1	ENSG00000198162
ENST00000356562	2	WFDC11	36	25.3795747442	4.44426014821	1	ENSG00000180083
ENST00000356575	4	MEGF6	626	581.0850129	3.47170555327	1	ENSG00000162591
ENST00000356577	4	SON	774	822.046507247	2.80819496009	2	ENSG00000159140
ENST00000356595	4	PTGER3	113	196.642319991	35.5774773901	1	ENSG00000050628
ENST00000356607	4	PEX14	113	149.028987335	8.71030496542	1	ENSG00000142655
ENST00000356613	2	ARC	75	190.969887297	70.4247928824	1	ENSG00000198576
ENST00000356628	2	NRARP	7	67.0706603654	53.8012331633	1	ENSG00000198435
ENST00000356654	4	ATN1	343	448.407397369	24.7781804789	2	ENSG00000111676
ENST00000356657	6	FDPS	127	146.221775241	2.52682367448	1	ENSG00000160752
ENST00000356661	5	MAGEA1	58	66.7336711101	1.14300636831	1	ENSG00000198681
ENST00000356663	3	TMEM259	171	217.19055436	9.82348112861	2	ENSG00000182087
ENST00000356692	5	PPP4R2	124	108.407415989	2.24273103383	1	ENSG00000163605
ENST00000356698	4	RSPO3	58	82.9457018364	7.50235426708	1	ENSG00000146374
ENST00000356709	4	BTN2A2	181	177.673835453	0.0622678660997	1	ENSG00000124508
ENST00000356711	2	MYO16	560	641.597125007	10.3773700815	2	ENSG00000041515
ENST00000356721	3	SIAH1	34	104.450864917	47.5182696811	2	ENSG00000196470
ENST00000356725	4	ZNF790	213	179.145832132	6.39760729218	1	ENSG00000197863
ENST00000356731	5	HNRNPH1	37	155.726522209	90.5175745009	1	ENSG00000169045
ENST00000356742	5	HVCN1	66	97.4774103227	10.16468695	1	ENSG00000122986
ENST00000356762	3	CRB3	40	50.1381678281	2.04998410119	1	ENSG00000130545
ENST00000356763	3	PIK3R4	338	429.489097832	19.488864943	3	ENSG00000196455
ENST00000356766	6	PIWIL2	371	324.221360313	6.74921951106	1	ENSG00000197181
ENST00000356786	5	CCDC88B	448	498.528097743	5.12125329169	1	ENSG00000168071
ENST00000356790	2	MAGEB10	56	67.7161345748	2.02710639402	1	ENSG00000177689
ENST00000356798	6	ITGAL	320	416.400231093	22.3174817419	3	ENSG00000005844
ENST00000356805	4	SPTBN1	579	935.237467073	135.692952234	3	ENSG00000115306
ENST00000356815	3	HBM	51	62.6866882185	2.17875095012	1	ENSG00000206177
ENST00000356818	2	PPP1R26	520	516.722453557	0.0207893243544	1	ENSG00000196422
ENST00000356819	4	NRG1	221	235.48724929	0.891260111209	1	ENSG00000157168
ENST00000356834	3	TBC1D9B	453	471.948012991	0.760734628423	1	ENSG00000197226
ENST00000356838	3	TMEM71	102	83.6346016329	4.03287455906	1	ENSG00000165071
ENST00000356840	3	MYLIP	150	151.725969187	0.0196338810806	1	ENSG00000007944
ENST00000356847	4	GOLGA4	698	578.942787027	24.4836282247	1	ENSG00000144674
ENST00000356853	5	NHEJ1	110	92.1060328571	3.47636360158	1	ENSG00000187736
ENST00000356860	3	CACNA2D1	199	310.901974544	40.2765274334	3	ENSG00000153956
ENST00000356864	3	TNFRSF10C	133	89.1106318263	21.6166870239	1	ENSG00000173535
ENST00000356865	6	ATP10A	571	624.571041394	4.59492401322	2	ENSG00000206190
ENST00000356884	6	BICD2	274	404.625497289	42.1699093516	1	ENSG00000185963
ENST00000356891	3	C12orf29	81	84.4831826241	0.143609187249	1	ENSG00000133641
ENST00000356892	3	SASH3	70	95.6639247764	6.88490500958	1	ENSG00000122122
ENST00000356896	4	IFFO1	193	282.882104921	28.5588683218	1	ENSG00000010295
ENST00000356897	1	IL27	70	88.5752088713	3.89542840495	1	ENSG00000197272
ENST00000356922	4	LIG4	314	264.04045697	9.45292993505	1	ENSG00000174405
ENST00000356924	4	ABCD4	210	229.81872897	1.70909490159	1	ENSG00000119688
ENST00000356929	3	ZNF708	173	146.953334393	4.61662739435	1	ENSG00000182141
ENST00000356940	6	RAB18	43	58.0098251188	3.88373606775	1	ENSG00000099246
ENST00000356948	6	PTBP1	181	248.668837696	18.4143362618	1	ENSG00000011304
ENST00000356955	2	ADAM15	290	310.08387538	1.30081594788	1	ENSG00000143537
ENST00000356956	1	IGF2R	822	905.371135995	7.67723427519	2	ENSG00000197081
ENST00000356962	2	ARG1	110	95.1294525739	2.32455012373	1	ENSG00000118520
ENST00000356972	1	SPINK14	22	28.9456127993	1.66662690791	1	ENSG00000196800
ENST00000356978	4	CALM1	4	50.6731838649	42.9889327241	1	ENSG00000198668
ENST00000356986	3	KLRG1	53	52.4140779688	0.00654985530604	1	ENSG00000139187
ENST00000356998	3	MFNG	124	129.664081262	0.247422541581	1	ENSG00000100060
ENST00000357001	2	GUCA2A	50	28.5356786702	16.1452999059	1	ENSG00000197273
ENST00000357002	4	ZNF254	317	173.804971744	117.976004434	1	ENSG00000213096
ENST00000357006	4	ZBTB14	73	152.596663499	41.5187900893	1	ENSG00000198081
ENST00000357008	2	CHD4	320	701.934543597	207.817091954	5	ENSG00000111642
ENST00000357033	4	DMD	995	729.310578254	96.7912312433	1	ENSG00000198947
